Run,Time to reach center
1.0,10.0
2.0,10.0
3.0,10.0
4.0,130.0
5.0,1990.0
6.0,140.0
7.0,320.0
8.0,10.0
9.0,10.0
10.0,10.0
11.0,170.0
12.0,160.0
13.0,10.0
14.0,10.0
15.0,680.0
16.0,890.0
17.0,10.0
18.0,10.0
19.0,10.0
20.0,10.0
21.0,10.0
22.0,390.0
23.0,2320.0
24.0,10.0
25.0,8210.0
26.0,10.0
27.0,10.0
28.0,10.0
29.0,10.0
30.0,10.0
31.0,10.0
32.0,10.0
33.0,120.0
34.0,10.0
35.0,3270.0
36.0,10.0
37.0,680.0
38.0,10.0
39.0,10.0
40.0,450.0
41.0,750.0
42.0,540.0
43.0,350.0
44.0,10.0
45.0,290.0
46.0,2700.0
47.0,10.0
48.0,10.0
49.0,10.0
50.0,3960.0
51.0,120.0
52.0,280.0
53.0,100.0
54.0,120.0
55.0,600.0
56.0,340.0
57.0,2740.0
58.0,380.0
59.0,730.0
60.0,10.0
61.0,140.0
62.0,1270.0
63.0,10.0
64.0,570.0
65.0,10.0
66.0,10.0
67.0,140.0
68.0,10.0
69.0,690.0
70.0,650.0
71.0,20.0
72.0,10.0
73.0,2180.0
74.0,10.0
75.0,3310.0
76.0,30.0
77.0,10.0
78.0,10.0
79.0,140.0
80.0,10.0
81.0,190.0
82.0,10.0
83.0,10.0
84.0,10.0
85.0,10.0
86.0,10.0
87.0,110.0
88.0,10.0
89.0,760.0
90.0,280.0
91.0,10.0
92.0,10.0
93.0,10.0
94.0,10.0
95.0,320.0
96.0,10.0
97.0,600.0
98.0,10.0
99.0,10.0
100.0,340.0
