time,x,y,z
0.0000,-1.5000,0.0000,0.0000
10.0000,-1.5724,-0.0302,-0.0337
20.0000,-1.4822,0.0004,0.0187
30.0000,-1.1668,-0.0910,0.0127
40.0000,-0.8407,-0.2007,0.0777
50.0000,-0.5395,-0.2420,0.0707
60.0000,-0.3023,-0.2306,-0.0607
70.0000,-0.2270,-0.1773,-0.1235
80.0000,-0.2013,-0.2368,-0.1068
90.0000,-0.1586,-0.2711,-0.0087
100.0000,-0.1310,-0.2495,-0.0944
110.0000,-0.0580,-0.2617,-0.0723
120.0000,-0.0493,-0.2517,-0.0594
130.0000,0.0080,-0.2405,0.1027
140.0000,-0.1757,-0.1994,0.1391
150.0000,-0.2293,-0.2626,-0.0124
160.0000,-0.2541,-0.2588,-0.0406
170.0000,-0.2062,-0.2490,-0.0611
180.0000,-0.1267,-0.2555,0.0171
190.0000,-0.0484,-0.2199,0.0833
200.0000,-0.0631,-0.2323,0.0895
210.0000,-0.1761,-0.2647,0.0693
220.0000,-0.2656,-0.2708,0.0412
230.0000,-0.2306,-0.2689,-0.0267
240.0000,-0.1602,-0.2635,-0.0028
250.0000,-0.0906,-0.2525,-0.0563
260.0000,-0.1549,-0.2529,0.0416
270.0000,-0.3490,-0.2748,-0.0140
280.0000,-0.5508,-0.2547,-0.0837
290.0000,-0.8615,-0.2363,-0.0580
300.0000,-1.0179,-0.1510,0.0156
310.0000,-0.9666,-0.1802,-0.0403
320.0000,-0.7757,-0.2500,0.0020
330.0000,-0.6173,-0.2562,0.0191
340.0000,-0.3681,-0.2325,0.0566
350.0000,-0.1629,-0.1610,0.0470
360.0000,-0.0276,-0.0485,-0.0320
370.0000,0.0898,0.0228,-0.0562
380.0000,0.1783,-0.0208,-0.0618
390.0000,0.0911,-0.0404,-0.1101
400.0000,0.0006,-0.0739,-0.1100
410.0000,-0.0954,-0.1141,-0.1814
420.0000,-0.1754,-0.2138,-0.0249
430.0000,-0.4762,-0.2105,0.1400
440.0000,-0.6342,-0.1425,0.1808
450.0000,-0.6404,-0.0581,0.1182
460.0000,-0.5856,-0.0014,0.0600
470.0000,-0.4853,-0.0881,0.1109
480.0000,-0.3421,-0.1254,0.2202
490.0000,-0.2834,-0.0767,0.2482
500.0000,-0.3410,-0.1448,0.2072
510.0000,-0.4416,-0.2006,0.1569
520.0000,-0.6225,-0.1794,0.1567
530.0000,-0.7022,-0.1930,-0.0220
540.0000,-0.8952,-0.0678,-0.1697
550.0000,-0.9262,0.0047,-0.0982
560.0000,-0.9970,-0.0692,-0.0540
570.0000,-0.9530,-0.2187,-0.0360
580.0000,-0.8536,-0.2352,-0.0322
590.0000,-0.7073,-0.1490,0.0390
600.0000,-0.5643,-0.1492,0.0953
