time,x,y,z
0.0000,-1.5000,0.0000,0.0000
10.0000,-1.4324,-0.7376,-0.6736
20.0000,-1.4086,-0.7539,-0.6312
30.0000,-1.4011,-0.7537,-0.6189
40.0000,-1.2837,-0.8462,-0.6552
50.0000,-1.2111,-0.9471,-0.7098
60.0000,-1.0625,-1.0686,-0.8294
70.0000,-1.0389,-1.1055,-0.8700
80.0000,-0.9950,-1.0890,-0.7505
90.0000,-1.0842,-0.9524,-0.6051
100.0000,-1.1654,-0.8379,-0.4947
110.0000,-1.1999,-0.7101,-0.4297
120.0000,-1.1159,-0.6481,-0.4060
130.0000,-1.1135,-0.6535,-0.3627
140.0000,-1.1672,-0.5517,-0.2977
150.0000,-1.1184,-0.4752,-0.2913
160.0000,-1.0662,-0.4434,-0.3527
170.0000,-1.1231,-0.4145,-0.4160
180.0000,-1.0831,-0.3963,-0.4202
190.0000,-1.1717,-0.4903,-0.4758
200.0000,-1.2024,-0.6075,-0.4837
210.0000,-1.2055,-0.6313,-0.5603
220.0000,-1.2452,-0.7261,-0.6038
230.0000,-1.2024,-0.7453,-0.6336
240.0000,-1.2127,-0.7624,-0.6359
250.0000,-1.2228,-0.6987,-0.6498
260.0000,-1.2032,-0.7594,-0.6795
270.0000,-1.1669,-0.8658,-0.6479
280.0000,-1.2467,-0.8169,-0.6134
290.0000,-1.2688,-0.8228,-0.5304
300.0000,-1.4154,-0.7432,-0.3844
310.0000,-1.4563,-0.6655,-0.2624
320.0000,-1.4380,-0.6066,-0.2041
330.0000,-1.4412,-0.5384,-0.2251
340.0000,-1.4485,-0.5200,-0.2056
350.0000,-1.3133,-0.5149,-0.1851
360.0000,-1.3301,-0.4627,-0.2203
370.0000,-1.4086,-0.4320,-0.2107
380.0000,-1.4459,-0.3966,-0.1141
390.0000,-1.4796,-0.3790,-0.1786
400.0000,-1.4802,-0.3552,-0.2344
410.0000,-1.3846,-0.3755,-0.2027
420.0000,-1.3839,-0.3412,-0.2136
430.0000,-1.3313,-0.3933,-0.1720
440.0000,-1.2281,-0.5212,-0.2175
450.0000,-1.1602,-0.6415,-0.2624
460.0000,-1.2218,-0.6786,-0.3768
470.0000,-1.2342,-0.7014,-0.4802
480.0000,-1.2247,-0.7263,-0.5643
490.0000,-1.2810,-0.7005,-0.5152
500.0000,-1.2635,-0.7199,-0.4448
510.0000,-1.2115,-0.7102,-0.3345
520.0000,-1.1814,-0.5997,-0.2466
530.0000,-1.2709,-0.4678,-0.2508
540.0000,-1.1991,-0.5151,-0.3361
550.0000,-1.0414,-0.6135,-0.4394
560.0000,-0.9762,-0.5660,-0.4512
570.0000,-0.9587,-0.3903,-0.4624
580.0000,-1.0087,-0.2613,-0.4328
590.0000,-1.0249,-0.2291,-0.4710
600.0000,-0.9424,-0.1192,-0.5078
610.0000,-0.8458,-0.0871,-0.5662
620.0000,-0.8308,-0.1251,-0.4880
630.0000,-0.8047,-0.3251,-0.4614
640.0000,-0.7716,-0.4902,-0.4556
650.0000,-0.7685,-0.5236,-0.4723
660.0000,-0.7850,-0.6095,-0.5086
670.0000,-0.8830,-0.8429,-0.6149
680.0000,-1.0040,-0.9286,-0.5825
690.0000,-1.0435,-0.9421,-0.5731
700.0000,-1.0717,-0.8930,-0.6238
710.0000,-1.1041,-0.8214,-0.6090
720.0000,-1.2260,-0.6764,-0.5710
730.0000,-1.3134,-0.5903,-0.4279
740.0000,-1.4224,-0.4729,-0.2631
750.0000,-1.5398,-0.3864,-0.1628
760.0000,-1.5534,-0.3840,-0.0786
770.0000,-1.6102,-0.3500,-0.0106
780.0000,-1.5444,-0.3561,0.1108
790.0000,-1.4694,-0.4189,0.0746
800.0000,-1.4022,-0.4077,0.0751
810.0000,-1.3494,-0.4072,0.1282
820.0000,-1.2704,-0.3995,0.1259
830.0000,-1.2444,-0.4521,0.0815
840.0000,-1.1425,-0.5051,0.0341
850.0000,-1.1218,-0.4242,-0.0961
860.0000,-1.0410,-0.4017,-0.1797
870.0000,-1.0309,-0.3112,-0.1418
880.0000,-1.0495,-0.2257,-0.0915
890.0000,-1.0455,-0.2108,-0.1138
900.0000,-1.0623,-0.3048,-0.1301
910.0000,-1.0941,-0.3689,-0.1483
920.0000,-1.1004,-0.5267,-0.1411
930.0000,-1.1595,-0.6497,-0.1257
940.0000,-1.0956,-0.7327,-0.1315
950.0000,-1.0666,-0.8612,-0.0608
960.0000,-1.0376,-0.9827,0.0524
970.0000,-1.0311,-1.0473,0.1123
980.0000,-1.0595,-1.0610,0.1103
990.0000,-1.1469,-1.0658,0.1348
1000.0000,-1.3288,-1.0431,0.1771
1010.0000,-1.3948,-1.0037,0.2582
1020.0000,-1.4636,-0.9284,0.2658
1030.0000,-1.4396,-0.8983,0.2456
1040.0000,-1.3810,-0.9786,0.1698
1050.0000,-1.3310,-0.9881,0.1192
1060.0000,-1.3381,-1.0079,0.1471
1070.0000,-1.3578,-1.0598,0.2924
1080.0000,-1.3545,-1.0251,0.3230
1090.0000,-1.2801,-0.9920,0.2760
1100.0000,-1.2532,-0.9221,0.3814
1110.0000,-1.2538,-0.9193,0.3757
1120.0000,-1.2641,-0.8855,0.4256
1130.0000,-1.2698,-0.8679,0.4390
1140.0000,-1.2473,-0.8364,0.4745
1150.0000,-1.1001,-0.8976,0.4446
1160.0000,-0.9226,-0.9246,0.4288
1170.0000,-0.8801,-0.9478,0.4507
1180.0000,-0.8901,-1.0346,0.4991
1190.0000,-0.8991,-1.1028,0.5229
1200.0000,-0.8310,-1.1862,0.6369
1210.0000,-0.7395,-1.2859,0.6560
1220.0000,-0.7052,-1.2894,0.6482
1230.0000,-0.6752,-1.3062,0.6893
1240.0000,-0.6068,-1.3988,0.6107
1250.0000,-0.5488,-1.5461,0.4569
1260.0000,-0.4426,-1.6351,0.3242
1270.0000,-0.3442,-1.6995,0.2297
1280.0000,-0.2507,-1.7338,0.1293
1290.0000,-0.1769,-1.7352,0.0209
1300.0000,-0.1884,-1.7234,-0.1405
1310.0000,-0.1617,-1.7207,-0.3346
1320.0000,-0.2978,-1.6846,-0.3719
1330.0000,-0.3139,-1.6286,-0.5875
1340.0000,-0.3083,-1.5717,-0.7192
1350.0000,-0.2819,-1.5289,-0.8013
1360.0000,-0.3173,-1.4718,-0.9062
1370.0000,-0.2886,-1.4589,-0.8945
1380.0000,-0.3924,-1.4043,-0.9756
1390.0000,-0.5223,-1.3371,-0.9902
1400.0000,-0.4959,-1.3020,-0.9744
1410.0000,-0.5711,-1.3075,-1.0168
1420.0000,-0.5899,-1.3495,-0.9599
1430.0000,-0.6580,-1.3642,-0.8738
1440.0000,-0.7440,-1.3491,-0.8247
1450.0000,-0.7465,-1.3322,-0.8453
1460.0000,-0.7498,-1.2567,-0.8996
1470.0000,-0.7374,-1.2963,-0.9230
1480.0000,-0.7337,-1.2592,-0.8716
1490.0000,-0.8546,-1.1949,-0.7887
1500.0000,-0.9248,-1.1925,-0.6756
1510.0000,-1.0830,-1.1569,-0.6106
1520.0000,-1.1175,-1.1086,-0.4968
1530.0000,-1.0929,-1.0266,-0.4693
1540.0000,-1.0666,-0.9693,-0.4332
1550.0000,-1.1180,-0.9218,-0.4016
1560.0000,-0.9445,-0.8614,-0.2868
1570.0000,-0.9497,-0.8062,-0.1682
1580.0000,-0.8935,-0.8304,-0.0930
1590.0000,-0.8088,-0.9068,-0.0412
1600.0000,-0.7061,-0.9953,-0.0309
1610.0000,-0.5511,-1.0493,-0.1616
1620.0000,-0.4379,-1.1761,-0.3499
1630.0000,-0.3587,-1.3271,-0.4420
1640.0000,-0.3490,-1.4162,-0.4932
1650.0000,-0.3547,-1.4480,-0.5326
1660.0000,-0.2755,-1.5133,-0.5799
1670.0000,-0.1537,-1.5639,-0.6047
1680.0000,-0.1291,-1.6016,-0.5852
1690.0000,-0.0924,-1.6554,-0.5667
1700.0000,-0.1473,-1.6356,-0.5564
1710.0000,-0.2146,-1.6056,-0.5569
1720.0000,-0.2785,-1.5907,-0.5467
1730.0000,-0.3243,-1.5924,-0.4872
1740.0000,-0.3751,-1.5393,-0.4203
1750.0000,-0.4409,-1.3211,-0.3563
1760.0000,-0.3618,-1.2623,-0.2179
1770.0000,-0.3795,-1.2006,-0.0984
1780.0000,-0.3795,-1.0962,-0.1574
1790.0000,-0.3931,-1.0373,-0.2695
1800.0000,-0.4601,-0.9747,-0.3429
1810.0000,-0.5180,-1.0420,-0.3904
1820.0000,-0.5625,-0.9983,-0.4694
1830.0000,-0.5664,-0.9467,-0.4720
1840.0000,-0.5908,-0.8946,-0.4478
1850.0000,-0.5834,-0.9064,-0.3944
1860.0000,-0.4575,-0.8772,-0.4182
1870.0000,-0.4262,-0.8234,-0.5098
1880.0000,-0.4500,-0.8118,-0.6036
1890.0000,-0.3901,-0.8167,-0.6447
1900.0000,-0.4313,-0.8262,-0.6521
1910.0000,-0.5861,-0.7986,-0.5636
1920.0000,-0.7614,-0.8305,-0.4183
1930.0000,-0.8407,-0.7693,-0.4098
1940.0000,-0.9068,-0.7877,-0.4530
1950.0000,-0.9591,-0.8274,-0.4617
1960.0000,-0.9368,-0.8526,-0.4617
1970.0000,-0.9275,-0.8030,-0.4058
1980.0000,-0.8856,-0.8242,-0.3322
1990.0000,-0.6745,-0.9055,-0.4250
2000.0000,-0.5506,-0.8985,-0.5122
2010.0000,-0.5330,-0.9153,-0.4769
2020.0000,-0.6167,-0.9517,-0.3659
2030.0000,-0.6572,-0.9505,-0.2995
2040.0000,-0.7327,-0.8664,-0.1804
2050.0000,-0.7331,-0.9132,-0.1795
2060.0000,-0.7072,-0.9990,-0.1714
2070.0000,-0.7068,-0.9615,-0.1997
2080.0000,-0.7514,-1.0023,-0.2233
2090.0000,-0.7472,-1.0175,-0.2854
2100.0000,-0.7365,-1.0035,-0.2441
2110.0000,-0.7489,-0.9740,-0.2135
2120.0000,-0.7871,-0.9570,-0.0886
2130.0000,-0.8169,-0.9436,-0.0124
2140.0000,-0.8007,-0.9025,-0.0626
2150.0000,-0.7901,-0.8586,-0.1602
2160.0000,-0.8180,-0.8364,-0.2648
2170.0000,-0.7233,-0.8634,-0.4077
2180.0000,-0.6504,-0.9270,-0.5485
2190.0000,-0.5976,-0.9603,-0.6891
2200.0000,-0.4202,-1.0021,-0.8930
2210.0000,-0.3172,-1.0923,-1.0389
2220.0000,-0.2911,-1.0124,-1.0806
2230.0000,-0.1054,-1.0348,-1.0543
2240.0000,0.0096,-1.1157,-1.0574
2250.0000,0.0879,-1.2442,-1.0791
2260.0000,0.0770,-1.2193,-0.9091
2270.0000,0.0433,-1.2032,-0.7990
2280.0000,0.0349,-1.2084,-0.6630
2290.0000,0.0223,-1.2087,-0.6164
2300.0000,-0.1094,-1.1031,-0.5419
2310.0000,-0.1241,-1.0503,-0.4162
2320.0000,-0.1692,-1.0085,-0.3658
2330.0000,-0.1997,-0.9556,-0.2343
2340.0000,-0.2130,-0.9386,-0.0729
2350.0000,-0.2898,-0.8368,-0.1146
2360.0000,-0.2761,-0.6824,-0.0148
2370.0000,-0.3848,-0.6489,0.1381
2380.0000,-0.4653,-0.6485,0.1935
2390.0000,-0.4649,-0.6906,0.1805
2400.0000,-0.4547,-0.7313,0.0535
2410.0000,-0.4306,-0.8609,-0.1329
2420.0000,-0.4090,-0.9326,-0.2572
2430.0000,-0.3273,-1.0592,-0.4833
2440.0000,-0.2720,-1.0591,-0.6585
2450.0000,-0.2161,-1.1227,-0.7794
2460.0000,-0.2018,-1.2999,-1.0362
2470.0000,-0.1457,-1.3654,-1.0982
2480.0000,-0.1081,-1.3916,-1.0513
2490.0000,-0.1636,-1.3827,-0.9704
2500.0000,-0.2725,-1.3810,-0.9175
2510.0000,-0.3196,-1.3166,-0.9132
2520.0000,-0.4461,-1.2645,-0.8257
2530.0000,-0.5643,-1.1546,-0.6942
2540.0000,-0.7017,-1.0595,-0.5757
2550.0000,-0.7687,-0.9999,-0.4173
2560.0000,-0.8436,-0.9645,-0.2888
2570.0000,-0.9487,-0.9836,-0.1716
2580.0000,-0.9937,-0.9441,-0.1910
2590.0000,-1.0631,-0.9574,-0.2062
2600.0000,-1.1589,-0.9927,-0.1798
2610.0000,-1.0609,-1.0197,-0.2053
2620.0000,-0.9449,-1.0866,-0.2235
2630.0000,-0.8500,-1.1212,-0.2358
2640.0000,-0.7183,-1.1267,-0.2019
2650.0000,-0.6552,-1.1454,-0.1583
2660.0000,-0.8513,-1.2642,-0.1050
2670.0000,-0.8032,-1.2683,-0.1509
2680.0000,-0.7428,-1.2981,-0.1559
2690.0000,-0.7000,-1.3316,-0.2580
2700.0000,-0.7688,-1.3277,-0.1527
2710.0000,-0.7430,-1.3331,-0.1847
2720.0000,-0.7110,-1.2694,-0.2519
2730.0000,-0.6271,-1.2870,-0.4160
2740.0000,-0.6323,-1.3043,-0.4591
2750.0000,-0.6449,-1.2732,-0.4479
2760.0000,-0.5884,-1.2145,-0.4822
2770.0000,-0.4952,-1.1550,-0.5727
2780.0000,-0.5837,-1.0098,-0.5800
2790.0000,-0.6377,-0.8882,-0.5195
2800.0000,-0.7020,-0.7870,-0.4675
2810.0000,-0.6930,-0.6953,-0.4100
2820.0000,-0.7919,-0.5793,-0.2692
2830.0000,-0.8203,-0.5317,-0.1690
2840.0000,-0.7764,-0.5268,-0.0279
2850.0000,-0.7999,-0.5338,0.0573
2860.0000,-0.7927,-0.5314,0.1689
2870.0000,-0.7792,-0.4850,0.2075
2880.0000,-0.8210,-0.4495,0.2404
2890.0000,-0.8588,-0.4339,0.2935
2900.0000,-0.8567,-0.4137,0.3608
2910.0000,-0.9535,-0.3060,0.4447
2920.0000,-0.9414,-0.2693,0.4924
2930.0000,-0.9314,-0.2915,0.4493
2940.0000,-0.9232,-0.2672,0.3770
2950.0000,-0.8960,-0.2935,0.3676
2960.0000,-0.8829,-0.2853,0.2877
2970.0000,-0.8619,-0.2842,0.2046
2980.0000,-0.7490,-0.3302,0.1558
2990.0000,-0.6867,-0.3732,0.1477
3000.0000,-0.5382,-0.5157,-0.0280
3010.0000,-0.4412,-0.6503,-0.1563
3020.0000,-0.3477,-0.7535,-0.2254
3030.0000,-0.4412,-0.8386,-0.4078
3040.0000,-0.4708,-0.8655,-0.4902
3050.0000,-0.5503,-0.9442,-0.4603
3060.0000,-0.4223,-1.0442,-0.5662
3070.0000,-0.3913,-1.2361,-0.5887
3080.0000,-0.3977,-1.3317,-0.6135
3090.0000,-0.5054,-1.4044,-0.6234
3100.0000,-0.6390,-1.4708,-0.6129
3110.0000,-0.6095,-1.5222,-0.5017
3120.0000,-0.5805,-1.5817,-0.4446
3130.0000,-0.4577,-1.6142,-0.4341
3140.0000,-0.5126,-1.6121,-0.4194
3150.0000,-0.5227,-1.5785,-0.3737
3160.0000,-0.5663,-1.5799,-0.3843
3170.0000,-0.5577,-1.6221,-0.3722
3180.0000,-0.5545,-1.5508,-0.3208
3190.0000,-0.5965,-1.4476,-0.2174
3200.0000,-0.6715,-1.3140,-0.1883
3210.0000,-0.7931,-1.2351,-0.1391
3220.0000,-0.8612,-1.1659,-0.0990
3230.0000,-0.8045,-1.1045,-0.0938
3240.0000,-0.7817,-1.0315,-0.0267
3250.0000,-0.7934,-0.9982,-0.0356
3260.0000,-0.7260,-1.0049,0.0399
3270.0000,-0.7099,-0.9974,0.0587
3280.0000,-0.7534,-0.9935,0.0485
3290.0000,-0.8212,-0.9547,0.0217
3300.0000,-0.8920,-0.9919,0.0170
3310.0000,-0.9899,-1.0874,0.0136
3320.0000,-0.9006,-1.0055,-0.0120
3330.0000,-0.8875,-0.9996,0.0055
3340.0000,-0.9266,-0.9373,0.0564
3350.0000,-0.8774,-0.9280,0.0756
3360.0000,-0.9410,-0.7721,0.0559
3370.0000,-0.8850,-0.7145,0.0711
3380.0000,-0.7923,-0.7627,0.0228
3390.0000,-0.7353,-0.8642,-0.0790
3400.0000,-0.6423,-0.8999,-0.1922
3410.0000,-0.5213,-0.9028,-0.2584
3420.0000,-0.4543,-0.9153,-0.2471
3430.0000,-0.4596,-0.9304,-0.1717
3440.0000,-0.4200,-1.0161,-0.1116
3450.0000,-0.3502,-1.2726,0.0228
3460.0000,-0.2978,-1.4119,0.0950
3470.0000,-0.2814,-1.4209,0.2067
3480.0000,-0.3314,-1.5304,0.2306
3490.0000,-0.4096,-1.5910,0.2914
3500.0000,-0.4030,-1.5965,0.3004
3510.0000,-0.4919,-1.5756,0.3070
3520.0000,-0.5444,-1.5146,0.3106
3530.0000,-0.6310,-1.5552,0.3312
3540.0000,-0.6283,-1.5850,0.2803
3550.0000,-0.5914,-1.5445,0.1858
3560.0000,-0.5407,-1.6515,0.1246
3570.0000,-0.5213,-1.6695,0.0964
3580.0000,-0.4501,-1.6478,-0.0065
3590.0000,-0.5217,-1.5885,-0.0478
3600.0000,-0.5139,-1.5487,-0.0534
3610.0000,-0.5939,-1.4744,-0.0330
3620.0000,-0.6854,-1.4094,-0.0303
3630.0000,-0.7135,-1.4608,-0.0158
3640.0000,-0.6955,-1.4647,-0.0561
3650.0000,-0.6960,-1.5358,-0.1147
3660.0000,-0.6833,-1.5946,-0.2158
3670.0000,-0.7269,-1.5767,-0.2011
3680.0000,-0.7609,-1.5736,-0.1704
3690.0000,-0.7635,-1.5636,-0.1799
3700.0000,-0.7131,-1.5651,-0.2160
3710.0000,-0.6324,-1.5927,-0.2346
3720.0000,-0.6020,-1.5365,-0.1814
3730.0000,-0.6669,-1.4913,-0.1004
3740.0000,-0.7486,-1.5510,-0.0724
3750.0000,-0.8292,-1.5411,-0.0127
3760.0000,-0.7785,-1.5304,-0.0426
3770.0000,-0.7941,-1.5557,-0.0793
3780.0000,-0.8807,-1.5128,-0.1063
3790.0000,-0.8580,-1.5198,-0.0551
3800.0000,-0.8784,-1.5151,0.0006
3810.0000,-0.7565,-1.4786,-0.0262
3820.0000,-0.7274,-1.5305,-0.1082
3830.0000,-0.6029,-1.5115,-0.2016
3840.0000,-0.5168,-1.4861,-0.2266
3850.0000,-0.5609,-1.5312,-0.2202
3860.0000,-0.6534,-1.6182,-0.1870
3870.0000,-0.7090,-1.5729,-0.1992
3880.0000,-0.6763,-1.5639,-0.1875
3890.0000,-0.7823,-1.4996,-0.2077
3900.0000,-0.7767,-1.5089,-0.2440
3910.0000,-0.7295,-1.4796,-0.2276
3920.0000,-0.6669,-1.4806,-0.2214
3930.0000,-0.7117,-1.4998,-0.2075
3940.0000,-0.7724,-1.4977,-0.2035
3950.0000,-0.7977,-1.4604,-0.1801
3960.0000,-0.7576,-1.4199,-0.1829
3970.0000,-0.7072,-1.4549,-0.2189
3980.0000,-0.6517,-1.5076,-0.2558
3990.0000,-0.6772,-1.5270,-0.2767
4000.0000,-0.6461,-1.5562,-0.2551
4010.0000,-0.5971,-1.4655,-0.2275
4020.0000,-0.5985,-1.5352,-0.2335
4030.0000,-0.3472,-1.5088,-0.1968
4040.0000,-0.1639,-1.4976,-0.1377
4050.0000,-0.0327,-1.5101,-0.1117
4060.0000,0.0593,-1.5315,0.0048
4070.0000,0.0616,-1.5700,0.1590
4080.0000,-0.0301,-1.5306,0.2783
4090.0000,-0.0690,-1.5678,0.3714
4100.0000,-0.1141,-1.4813,0.4535
4110.0000,-0.1081,-1.4882,0.4897
4120.0000,-0.1318,-1.3882,0.4875
4130.0000,-0.1088,-1.3491,0.5224
