Run,Final distance to center
1.0,1.644514679168295
2.0,1.1679352636169522
3.0,4.733679787438099
4.0,0.6365492439709594
5.0,4.686190796371825
6.0,0.6655440255910949
7.0,5.001093262477715
8.0,0.5155814581615595
9.0,1.0280508450461
10.0,5.051304294932152
11.0,0.2241931979342817
12.0,1.1793454328567181
13.0,1.6140553491129106
14.0,5.188055887324269
15.0,5.199466642839436
16.0,4.864659336479791
17.0,5.149998262135629
18.0,2.288111771745428
19.0,0.3377720533140656
20.0,4.994469287121506
21.0,0.6463323757943741
22.0,5.196407536943191
23.0,2.1953559438050134
24.0,0.5000134998177549
25.0,0.44711297230118474
26.0,4.789840613214598
27.0,0.20331441168790765
28.0,0.784760721494138
29.0,2.1402400192501774
30.0,5.001857746877653
31.0,1.4688099979234892
32.0,5.065219665522908
33.0,2.0797215390527644
34.0,2.298339494069577
35.0,3.5180359080032146
36.0,5.085910433737503
37.0,4.986562287789054
38.0,4.74514509156464
39.0,5.073854564332722
40.0,4.992352229160118
41.0,3.4553067041870538
42.0,5.069124234027018
43.0,2.022009544982417
44.0,2.206031797141646
45.0,2.1382888415740284
46.0,5.0764685333408694
47.0,5.2382357163457245
48.0,1.437680736464115
49.0,5.248972647099621
50.0,4.731493800059343
51.0,3.8569506582272997
52.0,5.202256620929036
53.0,5.17743981616397
54.0,5.22897769836514
55.0,0.23918956917056394
56.0,5.170575223318968
57.0,5.257261574241859
58.0,0.4679413424778794
59.0,0.6063326479746906
60.0,1.7612888065277652
61.0,5.18738894724504
62.0,3.424006813661445
63.0,4.824358782263193
64.0,5.032841910888917
65.0,0.7793257983667677
66.0,5.226914549712861
67.0,1.2657655430607992
68.0,0.9458117888882543
69.0,2.034734953255583
70.0,0.28978699073629927
71.0,4.727621493943863
72.0,5.080840256296196
73.0,4.994975644585267
74.0,4.78876031035173
75.0,1.4341248969319234
76.0,4.421851912943264
77.0,5.0508908095503315
78.0,5.244800801746431
79.0,2.014979769129209
80.0,5.064489933843289
81.0,2.4387612449766376
82.0,4.662908416428528
83.0,2.951511134995089
84.0,2.9758433241687983
85.0,5.22028130755422
86.0,4.825101120183908
87.0,5.1362701749421245
88.0,1.673266556768526
89.0,1.5023975539117467
90.0,4.420926855309868
91.0,4.864387695280877
92.0,4.178671658553708
93.0,1.1222266214985277
94.0,4.9588284664827835
95.0,5.023387934452206
96.0,5.168281711555592
97.0,0.5757173177871237
98.0,5.017242323228967
99.0,4.436571813912179
100.0,0.273818151334056
