Run,Time to reach center
1.0,1130.0
2.0,890.0
3.0,580.0
4.0,930.0
5.0,880.0
6.0,550.0
7.0,700.0
8.0,590.0
9.0,700.0
10.0,640.0
11.0,780.0
12.0,690.0
13.0,1020.0
14.0,700.0
15.0,760.0
16.0,610.0
17.0,820.0
18.0,600.0
19.0,1770.0
20.0,600.0
21.0,670.0
22.0,1460.0
23.0,910.0
24.0,1300.0
25.0,840.0
26.0,850.0
27.0,930.0
28.0,560.0
29.0,1000.0
30.0,1120.0
31.0,1220.0
32.0,680.0
33.0,680.0
34.0,680.0
35.0,620.0
36.0,590.0
37.0,1480.0
38.0,790.0
39.0,1200.0
40.0,470.0
41.0,450.0
42.0,1170.0
43.0,1180.0
44.0,460.0
45.0,950.0
46.0,730.0
47.0,1430.0
48.0,490.0
49.0,710.0
50.0,670.0
51.0,1010.0
52.0,610.0
53.0,650.0
54.0,460.0
55.0,800.0
56.0,1410.0
57.0,1080.0
58.0,790.0
59.0,1310.0
60.0,510.0
61.0,910.0
62.0,660.0
63.0,800.0
64.0,850.0
65.0,890.0
66.0,860.0
67.0,830.0
68.0,970.0
69.0,750.0
70.0,990.0
71.0,800.0
72.0,880.0
73.0,740.0
74.0,1320.0
75.0,1070.0
76.0,1400.0
77.0,920.0
78.0,900.0
79.0,800.0
80.0,760.0
81.0,690.0
82.0,1260.0
83.0,750.0
84.0,900.0
85.0,600.0
86.0,610.0
87.0,1070.0
88.0,1630.0
89.0,640.0
90.0,680.0
91.0,520.0
92.0,860.0
93.0,810.0
94.0,1000.0
95.0,730.0
96.0,1290.0
97.0,2340.0
98.0,420.0
99.0,730.0
100.0,480.0
