Run,Time to reach center
1.0,170.0
2.0,160.0
3.0,160.0
4.0,160.0
5.0,160.0
6.0,170.0
7.0,170.0
8.0,170.0
9.0,160.0
10.0,180.0
11.0,170.0
12.0,180.0
13.0,180.0
14.0,170.0
15.0,270.0
16.0,170.0
17.0,170.0
18.0,180.0
19.0,170.0
20.0,170.0
21.0,160.0
22.0,170.0
23.0,170.0
24.0,170.0
25.0,170.0
26.0,190.0
27.0,170.0
28.0,170.0
29.0,170.0
30.0,170.0
31.0,170.0
32.0,160.0
33.0,150.0
34.0,180.0
35.0,310.0
36.0,180.0
37.0,150.0
38.0,160.0
39.0,170.0
40.0,170.0
41.0,160.0
42.0,180.0
43.0,160.0
44.0,160.0
45.0,170.0
46.0,160.0
47.0,190.0
48.0,170.0
49.0,200.0
50.0,170.0
51.0,180.0
52.0,170.0
53.0,200.0
54.0,170.0
55.0,200.0
56.0,160.0
57.0,180.0
58.0,180.0
59.0,180.0
60.0,170.0
61.0,160.0
62.0,170.0
63.0,160.0
64.0,200.0
65.0,180.0
66.0,170.0
67.0,170.0
68.0,150.0
69.0,170.0
70.0,160.0
71.0,170.0
72.0,160.0
73.0,190.0
74.0,180.0
75.0,180.0
76.0,180.0
77.0,160.0
78.0,170.0
79.0,170.0
80.0,520.0
81.0,150.0
82.0,180.0
83.0,190.0
84.0,280.0
85.0,200.0
86.0,160.0
87.0,180.0
88.0,170.0
89.0,170.0
90.0,170.0
91.0,180.0
92.0,170.0
93.0,160.0
94.0,180.0
95.0,180.0
96.0,170.0
97.0,170.0
98.0,180.0
99.0,170.0
100.0,240.0
