Run,Time to reach center
1.0,200.0
2.0,270.0
3.0,310.0
4.0,280.0
5.0,310.0
6.0,180.0
7.0,510.0
8.0,530.0
9.0,460.0
10.0,190.0
11.0,920.0
12.0,490.0
13.0,400.0
14.0,280.0
15.0,1000.0
16.0,410.0
17.0,210.0
18.0,470.0
19.0,200.0
20.0,520.0
21.0,660.0
22.0,190.0
23.0,210.0
24.0,330.0
25.0,320.0
26.0,290.0
27.0,300.0
28.0,180.0
29.0,330.0
30.0,310.0
31.0,450.0
32.0,180.0
33.0,980.0
34.0,620.0
35.0,320.0
36.0,730.0
37.0,180.0
38.0,650.0
39.0,390.0
40.0,620.0
41.0,330.0
42.0,1420.0
43.0,400.0
44.0,400.0
45.0,400.0
46.0,350.0
47.0,330.0
48.0,760.0
49.0,350.0
50.0,880.0
51.0,860.0
52.0,200.0
53.0,410.0
54.0,310.0
55.0,340.0
56.0,630.0
57.0,510.0
58.0,790.0
59.0,630.0
60.0,400.0
61.0,280.0
62.0,300.0
63.0,800.0
64.0,330.0
65.0,730.0
66.0,400.0
67.0,550.0
68.0,420.0
69.0,610.0
70.0,660.0
71.0,220.0
72.0,380.0
73.0,840.0
74.0,340.0
75.0,750.0
76.0,530.0
77.0,630.0
78.0,1420.0
79.0,370.0
80.0,190.0
81.0,250.0
82.0,870.0
83.0,360.0
84.0,290.0
85.0,370.0
86.0,570.0
87.0,430.0
88.0,200.0
89.0,820.0
90.0,240.0
91.0,320.0
92.0,540.0
93.0,210.0
94.0,590.0
95.0,210.0
96.0,670.0
97.0,880.0
98.0,1180.0
99.0,250.0
100.0,420.0
