Run,Time to reach center
1.0,
2.0,2400.0
3.0,1300.0
4.0,2470.0
5.0,3080.0
6.0,4200.0
7.0,1550.0
8.0,1200.0
9.0,5630.0
10.0,1200.0
11.0,4430.0
12.0,2000.0
13.0,960.0
14.0,3400.0
15.0,1390.0
16.0,2040.0
17.0,2250.0
18.0,2500.0
19.0,1070.0
20.0,2190.0
21.0,1030.0
22.0,1170.0
23.0,1700.0
24.0,3820.0
25.0,2270.0
26.0,2930.0
27.0,2260.0
28.0,1050.0
29.0,1500.0
30.0,1190.0
31.0,1390.0
32.0,1740.0
33.0,3210.0
34.0,1880.0
35.0,4900.0
36.0,1580.0
37.0,2130.0
38.0,930.0
39.0,840.0
40.0,1670.0
41.0,880.0
42.0,1190.0
43.0,1010.0
44.0,1170.0
45.0,3740.0
46.0,1280.0
47.0,1580.0
48.0,
49.0,2250.0
50.0,3900.0
51.0,2520.0
52.0,2760.0
53.0,1310.0
54.0,1880.0
55.0,2910.0
56.0,1040.0
57.0,2210.0
58.0,2490.0
59.0,2720.0
60.0,670.0
61.0,950.0
62.0,1340.0
63.0,980.0
64.0,1030.0
65.0,1360.0
66.0,1140.0
67.0,1310.0
68.0,1030.0
69.0,2170.0
70.0,2540.0
71.0,2780.0
72.0,930.0
73.0,950.0
74.0,1640.0
75.0,700.0
76.0,1360.0
77.0,2550.0
78.0,3900.0
79.0,1760.0
80.0,1280.0
81.0,6140.0
82.0,4870.0
83.0,2910.0
84.0,1570.0
85.0,2380.0
86.0,1340.0
87.0,540.0
88.0,3850.0
89.0,1650.0
90.0,1180.0
91.0,3590.0
92.0,5290.0
93.0,5260.0
94.0,760.0
95.0,1870.0
96.0,580.0
97.0,2790.0
98.0,1050.0
99.0,2300.0
100.0,1410.0
