Config,mean,var,std
14_1,nan,nan,nan
14_16,nan,nan,nan
14_2,nan,nan,nan
14_4,nan,nan,nan
14_8,nan,nan,nan
28_1,nan,nan,nan
28_16,nan,nan,nan
28_2,nan,nan,nan
28_4,nan,nan,nan
28_8,nan,nan,nan
7_1,nan,nan,nan
7_16,nan,nan,nan
7_2,nan,nan,nan
7_4,nan,nan,nan
7_8,1.1998617199916155,0.12963884246303672,0.3572902816972625
