time,x,y,z
0.0000,-5.0000,0.0000,0.0000
10.0000,-5.1899,0.0123,0.6609
20.0000,-5.1513,-0.0716,0.6971
30.0000,-5.1652,-0.0668,0.6620
40.0000,-5.1935,0.0226,0.7032
50.0000,-5.2058,-0.0063,0.6888
60.0000,-5.1487,0.0158,0.7022
70.0000,-5.2032,0.0177,0.6551
80.0000,-5.1539,0.0124,0.6710
90.0000,-5.1928,-0.0416,0.6253
100.0000,-5.1977,-0.0717,0.6593
110.0000,-5.1562,-0.1154,0.7158
120.0000,-5.1053,-0.0758,0.7513
130.0000,-5.0913,-0.1451,0.7698
140.0000,-5.1447,-0.1709,0.7603
150.0000,-5.1260,-0.1738,0.7628
160.0000,-5.1120,-0.1975,0.8203
170.0000,-5.0994,-0.1747,0.9036
180.0000,-5.1751,-0.1664,0.8899
190.0000,-5.1411,-0.0863,0.9608
200.0000,-5.1534,-0.0734,1.0430
210.0000,-5.1350,-0.0441,1.0419
220.0000,-5.0871,0.0217,1.0156
230.0000,-5.0936,0.0244,1.0868
240.0000,-5.0184,0.0483,1.1362
250.0000,-4.9262,-0.0281,1.1493
260.0000,-4.9280,-0.0663,1.1917
270.0000,-4.9096,-0.0955,1.2268
280.0000,-5.0200,-0.0894,1.2027
290.0000,-5.1213,-0.0774,1.1673
300.0000,-5.1131,-0.0572,1.1992
310.0000,-5.1175,-0.0314,1.1817
320.0000,-5.1279,0.0178,1.1459
330.0000,-5.1262,-0.0012,1.1327
340.0000,-5.1402,-0.0391,1.1013
350.0000,-5.1386,-0.0648,1.0907
360.0000,-5.1212,-0.1098,1.1604
370.0000,-5.1124,-0.1410,1.1767
380.0000,-5.1147,-0.1427,1.1944
390.0000,-5.1240,-0.1738,1.1335
400.0000,-5.1216,-0.1880,1.1482
410.0000,-5.1150,-0.1356,1.1772
420.0000,-5.0451,-0.1988,1.2163
430.0000,-5.0123,-0.1130,1.1654
440.0000,-4.9168,-0.0369,1.1501
450.0000,-4.8069,0.0249,1.0878
460.0000,-4.6712,0.0322,1.0694
470.0000,-4.5830,0.0725,1.0377
480.0000,-4.5112,0.0536,1.0198
490.0000,-4.4642,0.0607,0.9614
500.0000,-4.4582,-0.0506,0.9415
510.0000,-4.4843,-0.1048,0.8765
520.0000,-4.4373,-0.1288,0.8048
530.0000,-4.4314,-0.2216,0.7226
540.0000,-4.4647,-0.2875,0.6559
550.0000,-4.4733,-0.3374,0.6607
560.0000,-4.5288,-0.4477,0.6363
570.0000,-4.5707,-0.4359,0.5625
580.0000,-4.6655,-0.4722,0.5608
590.0000,-4.6583,-0.4806,0.6062
600.0000,-4.6319,-0.5235,0.6388
610.0000,-4.6857,-0.4212,0.6719
620.0000,-4.6878,-0.4189,0.6866
630.0000,-4.7068,-0.4577,0.7119
640.0000,-4.8100,-0.3989,0.7046
650.0000,-4.9116,-0.4170,0.6651
660.0000,-4.9511,-0.4786,0.6496
670.0000,-5.0817,-0.4698,0.5944
680.0000,-5.2169,-0.4544,0.4675
690.0000,-5.2139,-0.4671,0.4069
700.0000,-5.1889,-0.3800,0.3584
710.0000,-5.1294,-0.3958,0.4191
720.0000,-5.0836,-0.4053,0.4296
730.0000,-5.1171,-0.3766,0.5175
740.0000,-5.2101,-0.4347,0.5676
750.0000,-5.2104,-0.4033,0.5227
760.0000,-5.1840,-0.3233,0.5720
770.0000,-5.1484,-0.2779,0.6666
780.0000,-5.0518,-0.2533,0.7453
790.0000,-5.0681,-0.1654,0.7208
800.0000,-5.0408,-0.1792,0.7652
810.0000,-4.9119,-0.0929,0.7060
820.0000,-4.9122,-0.0471,0.7410
830.0000,-4.8303,0.0332,0.7783
840.0000,-4.9180,0.0144,0.7333
850.0000,-5.0347,0.0173,0.6989
860.0000,-5.0477,0.0581,0.6853
870.0000,-5.1018,0.0855,0.7276
880.0000,-5.1961,0.1435,0.7431
890.0000,-5.1975,0.1044,0.6565
900.0000,-5.2242,0.1361,0.5854
910.0000,-5.2245,0.1602,0.4797
920.0000,-5.2345,0.2319,0.4258
930.0000,-5.2201,0.2289,0.4404
940.0000,-5.1936,0.2300,0.4405
950.0000,-5.2379,0.2440,0.3529
960.0000,-5.2377,0.2965,0.2370
970.0000,-5.2357,0.3388,0.1780
980.0000,-5.2043,0.3624,0.1313
990.0000,-5.1764,0.4050,0.1288
1000.0000,-5.1615,0.4418,0.1537
1010.0000,-5.1581,0.4250,0.1555
1020.0000,-5.1182,0.4198,0.2170
1030.0000,-5.0497,0.4331,0.1946
1040.0000,-5.0174,0.4012,0.2275
1050.0000,-4.9984,0.4013,0.2167
1060.0000,-4.9203,0.3883,0.1680
1070.0000,-4.9192,0.3866,0.0989
1080.0000,-4.9455,0.3867,0.0494
1090.0000,-4.9350,0.3327,0.1772
1100.0000,-5.0750,0.3756,0.1554
1110.0000,-5.1797,0.3549,0.0659
1120.0000,-5.2367,0.3531,-0.0326
1130.0000,-5.1980,0.2992,-0.0901
1140.0000,-5.0966,0.2579,-0.0545
1150.0000,-5.1226,0.2227,-0.0555
1160.0000,-5.1015,0.1750,-0.1303
1170.0000,-5.1356,0.1730,-0.1786
1180.0000,-5.1869,0.2318,-0.2538
1190.0000,-5.2026,0.2869,-0.3257
1200.0000,-5.1167,0.1939,-0.3386
1210.0000,-5.2133,0.1562,-0.3198
1220.0000,-5.2032,0.1252,-0.3138
1230.0000,-5.2184,0.1621,-0.3690
1240.0000,-5.2336,0.1321,-0.4074
1250.0000,-5.2302,0.1114,-0.4135
1260.0000,-5.2330,0.0598,-0.4612
1270.0000,-5.1991,-0.0280,-0.4821
1280.0000,-5.2236,-0.0611,-0.5952
1290.0000,-5.1916,-0.0443,-0.6176
1300.0000,-5.1686,-0.0607,-0.5592
1310.0000,-5.1524,0.0015,-0.6200
1320.0000,-5.1318,0.0203,-0.5824
1330.0000,-5.2072,0.0266,-0.5955
1340.0000,-5.2117,-0.0164,-0.5629
1350.0000,-5.1914,-0.0201,-0.5039
1360.0000,-5.1635,0.0255,-0.4716
1370.0000,-5.0725,0.0229,-0.4793
1380.0000,-5.0683,-0.0175,-0.4957
