Run,Mean,Variance,Standard deviation
1.0,,,
2.0,,,
3.0,3.269195164301219,0.5185015558900825,0.7200705214700033
4.0,,,
5.0,,,
6.0,,,
7.0,,,
8.0,,,
9.0,,,
10.0,,,
11.0,,,
12.0,2.446469823404319,0.7014957106810659,0.8375534076589181
13.0,,,
14.0,,,
15.0,,,
16.0,,,
17.0,2.6274040659872413,0.31479326815136066,0.5610644064199409
18.0,,,
19.0,,,
20.0,,,
21.0,,,
22.0,2.237503109168973,0.3712024976280101,0.6092638981820686
23.0,3.135805988279895,0.7637974557867188,0.8739550650844234
24.0,,,
25.0,,,
26.0,,,
27.0,,,
28.0,,,
29.0,,,
30.0,,,
31.0,,,
32.0,,,
33.0,,,
34.0,,,
35.0,,,
36.0,,,
37.0,,,
38.0,,,
39.0,,,
40.0,,,
41.0,3.5122183467379844,1.1680380683048424,1.0807580988846868
42.0,,,
43.0,,,
44.0,,,
45.0,,,
46.0,2.895900642212946,0.6131876364897612,0.7830629837310413
47.0,3.8185590494220314,0.5827777485571103,0.7633988135680526
48.0,,,
49.0,,,
50.0,,,
51.0,,,
52.0,,,
53.0,,,
54.0,3.379294105922538,0.4916700858663835,0.7011919037370465
55.0,,,
56.0,,,
57.0,,,
58.0,,,
59.0,,,
60.0,,,
61.0,,,
62.0,,,
63.0,,,
64.0,,,
65.0,,,
66.0,,,
67.0,,,
68.0,3.465793582366426,0.578390031865054,0.7605195801983365
69.0,,,
70.0,,,
71.0,,,
72.0,,,
73.0,,,
74.0,,,
75.0,,,
76.0,,,
77.0,,,
78.0,,,
79.0,,,
80.0,2.3179085008089695,0.6801525061334691,0.8247135903654487
81.0,,,
82.0,,,
83.0,,,
84.0,,,
85.0,,,
86.0,,,
87.0,,,
88.0,,,
89.0,,,
90.0,,,
91.0,,,
92.0,,,
93.0,,,
94.0,,,
95.0,2.5454186798158545,0.48574766666673674,0.6969560005242345
96.0,,,
97.0,,,
98.0,,,
99.0,2.5609451777410293,0.5302136723607812,0.7281577249200761
100.0,2.8264731940704397,0.5092989651605347,0.7136518515078166
