Run,Time to reach center
1.0,610.0
2.0,710.0
3.0,530.0
4.0,530.0
5.0,600.0
6.0,900.0
7.0,1190.0
8.0,1180.0
9.0,870.0
10.0,650.0
11.0,510.0
12.0,740.0
13.0,730.0
14.0,550.0
15.0,770.0
16.0,1480.0
17.0,1010.0
18.0,860.0
19.0,1020.0
20.0,750.0
21.0,660.0
22.0,840.0
23.0,770.0
24.0,520.0
25.0,1450.0
26.0,760.0
27.0,730.0
28.0,960.0
29.0,1000.0
30.0,660.0
31.0,1260.0
32.0,1260.0
33.0,490.0
34.0,1030.0
35.0,600.0
36.0,790.0
37.0,730.0
38.0,480.0
39.0,1050.0
40.0,520.0
41.0,550.0
42.0,990.0
43.0,1080.0
44.0,950.0
45.0,750.0
46.0,1010.0
47.0,730.0
48.0,810.0
49.0,880.0
50.0,1130.0
51.0,760.0
52.0,510.0
53.0,580.0
54.0,610.0
55.0,720.0
56.0,520.0
57.0,630.0
58.0,540.0
59.0,870.0
60.0,740.0
61.0,1250.0
62.0,1330.0
63.0,1060.0
64.0,520.0
65.0,1260.0
66.0,660.0
67.0,680.0
68.0,640.0
69.0,520.0
70.0,710.0
71.0,1090.0
72.0,980.0
73.0,870.0
74.0,550.0
75.0,850.0
76.0,1140.0
77.0,650.0
78.0,1540.0
79.0,1410.0
80.0,910.0
81.0,560.0
82.0,1020.0
83.0,750.0
84.0,840.0
85.0,1040.0
86.0,770.0
87.0,980.0
88.0,1400.0
89.0,1040.0
90.0,450.0
91.0,1080.0
92.0,560.0
93.0,650.0
94.0,840.0
95.0,1000.0
96.0,890.0
97.0,1120.0
98.0,770.0
99.0,1100.0
100.0,780.0
