Config,mean,var,std
14_1,1.5581811781792985,1.251034290367774,1.1184964418216867
14_10,0.9081230639739648,0.37414502827853807,0.6116739558609129
14_12,0.8978697323525175,0.3540457802252188,0.5950174621178935
14_14,0.776248217778892,0.28469025919509394,0.5335637348949926
14_16,0.768507539975292,0.26711790130112517,0.5168345008812059
14_2,1.4090311604125498,0.849452395586464,0.9216574176918797
14_4,1.1630381904024574,0.6907177470653773,0.8310943069624392
14_6,0.9935470890563259,0.45637706122770133,0.6755568526983509
14_8,0.9317326646462212,0.35388012963125204,0.5948782477375114
28_1,2.2140206704708056,2.2419682593280057,1.4973203596184772
28_10,1.0564262850785127,0.6062592723952129,0.7786265294704598
28_12,1.2513469274124558,0.8400703573554064,0.9165535212716203
28_14,1.1143268601316627,0.4828086624891103,0.6948443440721888
28_16,0.985422883008588,0.37284110444304275,0.6106071604911317
28_2,1.9252899924161977,1.8700351302020368,1.36749227793141
28_4,1.8374971245788012,2.0985426095646367,1.448634739872214
28_6,1.5250074360978352,1.164285063246307,1.079020418363947
28_8,1.3053630109124288,1.0736346079416386,1.0361634079341147
7_1,0.769063436973623,0.17244463141031827,0.4152645318472531
7_10,0.559125411276598,0.07356211666477522,0.2712233704251446
7_12,0.5181322094644305,0.04432131291550748,0.21052627606906335
7_14,0.4914163897474942,0.05736083358753885,0.23950121834249372
7_16,0.4659809579997249,0.028221919781658653,0.16799380875990239
7_2,0.7317031186189412,0.19014934780331558,0.43606117438189285
7_4,0.6656902670051713,0.12427214011458369,0.3525225384490809
7_6,0.6179227784629806,0.10240833735659013,0.3200130268545175
7_8,0.5419168346482938,0.07390265382477378,0.2718504254636615
