time,x,y,z
0.0000,-1.5000,0.0000,0.0000
10.0000,-1.4941,-0.0153,-0.0420
20.0000,-1.4272,0.1064,0.0458
30.0000,-1.2004,0.2540,0.0186
40.0000,-0.9299,0.2402,0.1147
50.0000,-0.6089,0.2201,0.1505
60.0000,-0.4185,0.2385,0.1207
70.0000,-0.1604,0.2571,0.0418
80.0000,-0.0006,0.2511,-0.0840
90.0000,0.0390,0.2520,-0.1154
100.0000,0.0945,0.2454,-0.1099
110.0000,0.2022,0.2498,-0.0695
120.0000,0.3439,0.2393,-0.0935
130.0000,0.4995,0.2133,0.0279
140.0000,0.6326,0.0745,0.0131
150.0000,0.6416,0.0273,0.0206
160.0000,0.5344,0.0681,0.0621
170.0000,0.4485,0.1828,0.0850
180.0000,0.5052,0.1573,0.2031
190.0000,0.5845,0.0421,0.2556
200.0000,0.6478,-0.1099,0.2218
210.0000,0.7099,-0.0682,0.2100
220.0000,0.9486,0.0454,0.1376
230.0000,1.0895,0.2450,0.0770
240.0000,1.1260,0.2574,0.0263
250.0000,1.0091,0.2523,0.0479
260.0000,0.8257,0.2511,0.0033
270.0000,0.6623,0.2264,-0.0949
280.0000,0.6674,0.1893,-0.0361
290.0000,0.7917,0.1292,0.1515
300.0000,0.7448,0.1201,0.2300
310.0000,0.6113,0.1399,0.2219
320.0000,0.4480,0.1980,0.1814
330.0000,0.1400,0.2195,0.1310
340.0000,-0.0432,0.1988,0.1888
350.0000,-0.1049,0.2242,0.1462
360.0000,-0.2112,0.1957,0.1724
370.0000,-0.5315,0.0675,0.2521
380.0000,-0.7441,0.0588,0.2508
390.0000,-0.9471,0.1124,0.2258
400.0000,-0.9742,0.1604,0.2019
410.0000,-1.0097,0.2089,0.1600
420.0000,-0.8686,0.2303,0.1200
430.0000,-0.8114,0.1721,0.2030
440.0000,-0.4887,0.2346,0.0987
450.0000,-0.2778,0.2395,0.0938
460.0000,-0.0467,0.2586,-0.0279
470.0000,0.1591,0.2356,-0.0397
480.0000,0.3818,0.1810,0.0030
490.0000,0.5782,0.2486,-0.0284
500.0000,0.7300,0.2481,-0.0719
510.0000,0.7401,0.2583,-0.0676
520.0000,0.6754,0.2587,-0.0207
530.0000,0.7760,0.2405,0.1089
540.0000,0.7907,0.1778,0.1849
550.0000,0.9836,0.2060,0.1565
560.0000,1.1292,0.2447,0.1060
