Run,Time to reach center
1.0,3210.0
2.0,940.0
3.0,860.0
4.0,870.0
5.0,410.0
6.0,500.0
7.0,440.0
8.0,670.0
9.0,1650.0
10.0,1690.0
11.0,670.0
12.0,1440.0
13.0,1950.0
14.0,1130.0
15.0,510.0
16.0,1200.0
17.0,1060.0
18.0,3810.0
19.0,1290.0
20.0,860.0
21.0,3070.0
22.0,870.0
23.0,1040.0
24.0,950.0
25.0,1390.0
26.0,1230.0
27.0,690.0
28.0,1180.0
29.0,900.0
30.0,810.0
31.0,520.0
32.0,670.0
33.0,3420.0
34.0,7840.0
35.0,540.0
36.0,1960.0
37.0,510.0
38.0,1560.0
39.0,1990.0
40.0,650.0
41.0,1380.0
42.0,650.0
43.0,960.0
44.0,410.0
45.0,2700.0
46.0,490.0
47.0,2230.0
48.0,440.0
49.0,3180.0
50.0,700.0
51.0,930.0
52.0,620.0
53.0,750.0
54.0,1270.0
55.0,1510.0
56.0,2200.0
57.0,790.0
58.0,390.0
59.0,1700.0
60.0,600.0
61.0,3140.0
62.0,2190.0
63.0,750.0
64.0,1220.0
65.0,1280.0
66.0,730.0
67.0,1030.0
68.0,720.0
69.0,770.0
70.0,1640.0
71.0,1500.0
72.0,1040.0
73.0,700.0
74.0,980.0
75.0,750.0
76.0,340.0
77.0,630.0
78.0,890.0
79.0,620.0
80.0,1950.0
81.0,2220.0
82.0,630.0
83.0,1070.0
84.0,1510.0
85.0,1280.0
86.0,1010.0
87.0,1010.0
88.0,2570.0
89.0,1330.0
90.0,1950.0
91.0,1700.0
92.0,1790.0
93.0,1860.0
94.0,1150.0
95.0,860.0
96.0,910.0
97.0,3230.0
98.0,2080.0
99.0,910.0
100.0,780.0
