Run,Final distance to center
1.0,2.1275904681117557
2.0,2.4063417650034666
3.0,0.7135349255642642
4.0,0.6229613952726124
5.0,1.428913800759164
6.0,2.066081474676156
7.0,3.350352093437345
8.0,0.8621409281550204
9.0,0.32143679005365894
10.0,2.140949567364911
11.0,4.912467251799242
12.0,2.6286723207733598
13.0,1.8525394732636602
14.0,1.9064012012165752
15.0,4.134063058299909
16.0,0.27011303189590835
17.0,0.4490303330511203
18.0,1.0796852967416015
19.0,1.5319534718783074
20.0,0.09820239304619821
21.0,6.295214495154236
22.0,0.1715292977890366
23.0,3.239146771913863
24.0,2.7517397515026745
25.0,0.9258441391508617
26.0,0.37378982062116134
27.0,3.307477971204041
28.0,1.9559190397355408
29.0,0.23825918660148238
30.0,4.150424049419529
31.0,1.904256332535092
32.0,1.3336490317920977
33.0,1.4988158058947736
34.0,0.8765572884871815
35.0,2.142200394454263
36.0,1.9615530785579063
37.0,5.445090513480929
38.0,3.3009344146771533
39.0,2.196952700901865
40.0,2.6525135814920913
41.0,4.152045723495828
42.0,3.4819620244913643
43.0,1.0184946342519434
44.0,3.510878377272559
45.0,2.5759797611782593
46.0,1.3711875619330858
47.0,5.485600836736118
48.0,1.5126231156504253
49.0,2.7941233759445914
50.0,1.6460767600570758
51.0,3.2169407921191215
52.0,0.42099361040281835
53.0,0.9600016354152736
54.0,0.8466183851063004
55.0,2.4853734286822977
56.0,5.117765132360023
57.0,2.4144988217019283
58.0,1.3218783680808155
59.0,2.7382721723743972
60.0,0.4297618177549048
61.0,2.3667322958036467
62.0,3.1153522962901
63.0,1.6247456016250665
64.0,0.4068120081806829
65.0,2.6773252211862495
66.0,3.9652754771894476
67.0,0.38404718460105913
68.0,1.7716363537701523
69.0,0.7584177740533248
70.0,3.9426860514121587
71.0,3.5551600962544567
72.0,0.3857526409501301
73.0,2.738373219632415
74.0,0.21387849354247845
75.0,2.1679055099334934
76.0,3.2418037648815203
77.0,0.39488158984688054
78.0,1.7149872098648433
79.0,0.9862017947661625
80.0,1.464362011252682
81.0,2.170017168134851
82.0,2.8375743796418798
83.0,0.578224056919115
84.0,1.026181674948447
85.0,3.1408569531260095
86.0,1.827607383985959
87.0,3.718704925104975
88.0,1.9559020271987042
89.0,0.2594286992605097
90.0,3.815805124741042
91.0,1.9012994740440023
92.0,0.9749686815482844
93.0,1.48729925368098
94.0,0.5949216250902298
95.0,0.47677696043328266
96.0,0.8967648353944304
97.0,2.1794770221316853
98.0,4.034835964447626
99.0,3.372102396132122
100.0,2.4154170840664353
