time,x,y,z
0.0000,-5.0000,0.0000,0.0000
10.0000,-4.9836,-0.0283,-0.0337
20.0000,-5.0368,-0.0479,0.0157
30.0000,-5.0144,-0.2386,0.0901
40.0000,-4.9052,-0.2110,0.1351
50.0000,-4.8681,-0.1131,0.2261
60.0000,-4.6716,0.0889,0.2404
70.0000,-4.5039,-0.0347,0.2506
80.0000,-4.2058,-0.1668,0.1951
90.0000,-4.0733,-0.2038,0.1553
100.0000,-3.8547,-0.1661,0.1907
110.0000,-3.6625,-0.0271,0.2466
120.0000,-3.4976,0.0255,0.2543
130.0000,-3.2879,0.0437,0.2555
140.0000,-3.1049,0.0638,0.2533
150.0000,-2.9531,0.0094,0.2628
160.0000,-2.7496,-0.0202,0.2450
170.0000,-2.5431,-0.0425,0.1977
180.0000,-2.3124,-0.1046,-0.0360
190.0000,-2.0862,-0.1509,-0.2141
200.0000,-1.8981,-0.1298,-0.2317
210.0000,-1.7247,-0.1164,-0.2395
220.0000,-1.5134,-0.1180,-0.2306
230.0000,-1.2337,-0.0654,-0.2491
240.0000,-1.1059,-0.1165,-0.2309
250.0000,-0.9509,-0.1148,-0.2268
260.0000,-1.0875,-0.1716,-0.1832
270.0000,-1.2758,-0.1280,-0.1887
280.0000,-1.4823,-0.1165,-0.2260
290.0000,-1.6589,-0.0952,-0.2415
300.0000,-1.9080,-0.0323,-0.2552
310.0000,-2.1254,-0.0410,-0.2419
320.0000,-2.3279,-0.0396,-0.2520
330.0000,-2.4976,-0.0395,-0.2486
340.0000,-2.6582,-0.0209,-0.2418
350.0000,-2.7909,-0.0638,-0.2489
360.0000,-2.8150,-0.0581,-0.2503
370.0000,-2.8418,0.0531,-0.1645
380.0000,-2.8076,0.0027,0.0004
390.0000,-2.7137,-0.1150,0.1137
400.0000,-2.6655,-0.1804,0.0777
410.0000,-2.5762,-0.2428,0.0820
420.0000,-2.3670,-0.2361,0.1019
430.0000,-2.0951,-0.2384,0.0815
440.0000,-1.8303,-0.2063,0.0847
450.0000,-1.5292,-0.1962,0.0587
460.0000,-1.2940,-0.1514,0.0474
470.0000,-1.0199,-0.1045,0.0183
480.0000,-1.0162,-0.2155,-0.0121
490.0000,-0.9792,-0.2280,-0.0192
500.0000,-0.9613,-0.2050,-0.0639
510.0000,-0.9777,-0.1557,-0.1552
520.0000,-0.9505,-0.1697,-0.1759
530.0000,-1.0164,-0.2016,-0.1477
