time,x,y,z
0.0000,-12.0000,0.0000,0.0000
10.0000,-11.9888,0.0680,0.0056
20.0000,-11.9180,0.0000,-0.0087
30.0000,-11.5680,0.0767,0.0518
40.0000,-11.3314,0.2221,0.1228
50.0000,-11.1055,0.2443,0.0788
60.0000,-10.8255,0.2350,0.0941
70.0000,-10.4658,0.2412,0.0567
80.0000,-10.0857,0.2527,-0.0324
90.0000,-9.8209,0.2228,-0.1397
100.0000,-9.5902,0.2322,-0.1290
110.0000,-9.4282,0.2627,-0.0331
120.0000,-9.2242,0.2591,0.0092
130.0000,-9.0245,0.2493,0.0546
140.0000,-8.8046,0.2568,-0.0160
150.0000,-8.6072,0.2374,-0.0983
160.0000,-8.3781,0.2406,-0.0840
170.0000,-8.1749,0.2295,-0.1205
180.0000,-7.9738,0.2546,-0.0331
190.0000,-7.7427,0.2382,-0.0886
200.0000,-7.5858,0.2328,-0.0964
210.0000,-7.4040,0.2193,-0.1044
220.0000,-7.1256,0.2226,-0.0668
230.0000,-6.9562,0.2529,0.0028
240.0000,-6.7133,0.2432,0.0339
250.0000,-6.5048,0.2445,0.0142
260.0000,-6.2742,0.2481,0.0114
270.0000,-6.0569,0.2536,0.0139
280.0000,-5.7970,0.2329,-0.0902
290.0000,-5.6145,0.2279,-0.0733
300.0000,-5.4236,0.2238,-0.0584
310.0000,-5.2562,0.1693,-0.0599
320.0000,-4.9935,0.1847,-0.0511
330.0000,-4.7636,0.0997,-0.1278
340.0000,-4.5315,0.0530,-0.1234
350.0000,-4.3786,0.0237,-0.1393
360.0000,-4.2823,0.0497,-0.1099
370.0000,-4.1760,0.0115,-0.1273
380.0000,-4.0125,-0.0009,-0.1354
390.0000,-3.8291,-0.0114,-0.1507
400.0000,-3.6910,-0.0425,-0.1458
410.0000,-3.5861,0.0140,-0.1538
420.0000,-3.5624,0.0144,-0.1754
430.0000,-3.5567,-0.0001,-0.2158
440.0000,-3.5613,0.0167,-0.2254
450.0000,-3.5972,-0.0100,-0.2301
460.0000,-3.6694,0.0100,-0.1934
470.0000,-3.7536,-0.0040,-0.1783
480.0000,-3.8376,-0.0108,-0.1622
490.0000,-3.9406,0.0077,-0.1528
500.0000,-4.0614,-0.0535,-0.0825
510.0000,-4.2054,-0.0506,0.0129
520.0000,-4.3225,-0.0128,0.0453
530.0000,-4.4285,0.0322,0.0761
540.0000,-4.5046,0.0184,0.1428
550.0000,-4.5031,0.0161,0.1612
560.0000,-4.4696,0.0437,0.1425
570.0000,-4.4044,0.0491,0.1529
580.0000,-4.3451,0.0902,0.1685
590.0000,-4.3248,0.0899,0.1680
600.0000,-4.3438,0.0676,0.1441
610.0000,-4.3863,0.0959,0.1048
620.0000,-4.3630,0.0667,0.0959
630.0000,-4.3244,0.0985,0.1147
640.0000,-4.3009,0.1051,0.0970
650.0000,-4.3094,0.1082,0.1176
660.0000,-4.2639,0.0699,0.0881
670.0000,-4.2675,0.0910,0.0377
680.0000,-4.2360,0.1366,0.0384
690.0000,-4.2376,0.1271,-0.0072
700.0000,-4.2537,0.1670,-0.0215
710.0000,-4.2563,0.2016,-0.0386
720.0000,-4.2527,0.2227,-0.0225
730.0000,-4.2681,0.2413,-0.0393
740.0000,-4.2871,0.1930,-0.0192
750.0000,-4.3600,0.2041,-0.0326
760.0000,-4.4470,0.2390,-0.0138
770.0000,-4.4909,0.2475,-0.0130
780.0000,-4.4924,0.2326,0.0302
790.0000,-4.4923,0.2485,0.0466
800.0000,-4.4902,0.2401,0.0655
810.0000,-4.4968,0.2391,0.0659
820.0000,-4.4964,0.2245,0.0329
830.0000,-4.5195,0.2455,0.0031
840.0000,-4.5390,0.2183,-0.0351
850.0000,-4.5138,0.1841,-0.0321
860.0000,-4.4779,0.1772,-0.0118
870.0000,-4.4853,0.1707,-0.0283
880.0000,-4.5146,0.1940,0.0246
890.0000,-4.5270,0.2051,-0.0016
900.0000,-4.5169,0.2496,0.0254
910.0000,-4.4935,0.2218,0.0303
920.0000,-4.5222,0.2424,0.0478
930.0000,-4.5290,0.2401,0.0444
940.0000,-4.5582,0.2146,0.0269
950.0000,-4.5643,0.2299,0.0641
960.0000,-4.5989,0.2478,0.0707
970.0000,-4.6114,0.2388,0.0227
980.0000,-4.6926,0.2431,-0.0145
990.0000,-4.7423,0.2263,-0.0733
1000.0000,-4.8167,0.2378,-0.0807
1010.0000,-4.9059,0.2178,-0.0842
1020.0000,-5.0089,0.2243,-0.1246
1030.0000,-5.0199,0.1742,-0.1324
1040.0000,-5.0087,0.2317,-0.1107
