Run,Time to reach center
1.0,360.0
2.0,310.0
3.0,170.0
4.0,190.0
5.0,260.0
6.0,190.0
7.0,200.0
8.0,200.0
9.0,170.0
10.0,750.0
11.0,230.0
12.0,410.0
13.0,280.0
14.0,450.0
15.0,230.0
16.0,240.0
17.0,190.0
18.0,450.0
19.0,340.0
20.0,300.0
21.0,240.0
22.0,410.0
23.0,490.0
24.0,500.0
25.0,380.0
26.0,170.0
27.0,190.0
28.0,330.0
29.0,400.0
30.0,260.0
31.0,240.0
32.0,190.0
33.0,180.0
34.0,370.0
35.0,170.0
36.0,700.0
37.0,250.0
38.0,200.0
39.0,400.0
40.0,200.0
41.0,480.0
42.0,200.0
43.0,630.0
44.0,330.0
45.0,190.0
46.0,370.0
47.0,170.0
48.0,180.0
49.0,200.0
50.0,280.0
51.0,290.0
52.0,210.0
53.0,360.0
54.0,540.0
55.0,320.0
56.0,220.0
57.0,280.0
58.0,210.0
59.0,280.0
60.0,380.0
61.0,210.0
62.0,210.0
63.0,240.0
64.0,190.0
65.0,350.0
66.0,260.0
67.0,170.0
68.0,450.0
69.0,180.0
70.0,480.0
71.0,180.0
72.0,190.0
73.0,170.0
74.0,440.0
75.0,450.0
76.0,280.0
77.0,220.0
78.0,180.0
79.0,480.0
80.0,410.0
81.0,440.0
82.0,310.0
83.0,340.0
84.0,450.0
85.0,550.0
86.0,220.0
87.0,230.0
88.0,270.0
89.0,410.0
90.0,240.0
91.0,260.0
92.0,230.0
93.0,190.0
94.0,270.0
95.0,390.0
96.0,180.0
97.0,320.0
98.0,190.0
99.0,300.0
100.0,290.0
