Run,Time to reach center
1.0,390.0
2.0,220.0
3.0,190.0
4.0,180.0
5.0,170.0
6.0,260.0
7.0,170.0
8.0,290.0
9.0,180.0
10.0,160.0
11.0,190.0
12.0,160.0
13.0,280.0
14.0,200.0
15.0,180.0
16.0,170.0
17.0,180.0
18.0,210.0
19.0,170.0
20.0,190.0
21.0,360.0
22.0,170.0
23.0,180.0
24.0,180.0
25.0,180.0
26.0,160.0
27.0,180.0
28.0,160.0
29.0,250.0
30.0,740.0
31.0,300.0
32.0,180.0
33.0,320.0
34.0,200.0
35.0,150.0
36.0,180.0
37.0,190.0
38.0,190.0
39.0,190.0
40.0,150.0
41.0,180.0
42.0,180.0
43.0,190.0
44.0,210.0
45.0,180.0
46.0,180.0
47.0,190.0
48.0,190.0
49.0,300.0
50.0,170.0
51.0,170.0
52.0,200.0
53.0,190.0
54.0,190.0
55.0,200.0
56.0,270.0
57.0,190.0
58.0,320.0
59.0,170.0
60.0,300.0
61.0,170.0
62.0,220.0
63.0,170.0
64.0,190.0
65.0,170.0
66.0,210.0
67.0,280.0
68.0,180.0
69.0,210.0
70.0,170.0
71.0,230.0
72.0,170.0
73.0,180.0
74.0,180.0
75.0,180.0
76.0,170.0
77.0,170.0
78.0,370.0
79.0,180.0
80.0,170.0
81.0,170.0
82.0,170.0
83.0,290.0
84.0,170.0
85.0,160.0
86.0,170.0
87.0,430.0
88.0,160.0
89.0,170.0
90.0,170.0
91.0,160.0
92.0,170.0
93.0,560.0
94.0,170.0
95.0,290.0
96.0,190.0
97.0,190.0
98.0,160.0
99.0,160.0
100.0,200.0
