time,x,y,z
0.0000,-1.5000,0.0000,0.0000
10.0000,-1.5109,-0.0829,-0.0172
20.0000,-1.4590,-0.1399,0.0035
30.0000,-1.4228,-0.0865,0.0004
40.0000,-1.3017,-0.0756,-0.0158
50.0000,-1.1757,-0.0714,-0.0729
60.0000,-0.9446,-0.0715,-0.1306
70.0000,-0.6571,-0.0462,-0.0756
80.0000,-0.4219,0.0042,-0.0604
90.0000,-0.4971,-0.0225,-0.0881
100.0000,-0.6136,-0.0984,-0.1756
110.0000,-0.9140,-0.2480,-0.2336
120.0000,-1.0068,-0.3764,-0.3821
130.0000,-1.0495,-0.4126,-0.5509
140.0000,-1.0860,-0.3811,-0.6160
150.0000,-1.0561,-0.4123,-0.6535
160.0000,-1.0774,-0.4958,-0.6549
170.0000,-1.0418,-0.5659,-0.7072
180.0000,-0.9417,-0.6372,-0.7366
190.0000,-0.8683,-0.7495,-0.7286
200.0000,-0.9280,-0.8418,-0.7867
210.0000,-1.0202,-0.8847,-0.8739
220.0000,-1.1172,-0.8049,-0.9571
230.0000,-1.1903,-0.7760,-0.9732
240.0000,-1.2140,-0.8461,-0.9427
250.0000,-1.1621,-0.9415,-0.8842
260.0000,-1.1863,-1.0559,-0.7364
270.0000,-1.1835,-1.0781,-0.6551
280.0000,-1.2303,-1.1244,-0.5920
290.0000,-1.2266,-1.1427,-0.5788
300.0000,-1.2965,-1.0736,-0.5457
310.0000,-1.2888,-1.0867,-0.4976
320.0000,-1.2919,-1.0350,-0.5270
330.0000,-1.3604,-0.9821,-0.5093
340.0000,-1.4117,-0.9239,-0.4888
350.0000,-1.4598,-0.8393,-0.5304
360.0000,-1.4821,-0.7900,-0.5296
370.0000,-1.5058,-0.7561,-0.5509
380.0000,-1.5001,-0.7278,-0.5577
390.0000,-1.4820,-0.7029,-0.6343
400.0000,-1.4822,-0.6602,-0.7148
410.0000,-1.4638,-0.6171,-0.7374
420.0000,-1.4728,-0.5785,-0.6462
430.0000,-1.5421,-0.5930,-0.5670
440.0000,-1.5395,-0.6682,-0.4629
450.0000,-1.5229,-0.7679,-0.4276
460.0000,-1.4824,-0.8345,-0.4508
470.0000,-1.4184,-0.9034,-0.4563
480.0000,-1.3927,-0.9475,-0.4564
490.0000,-1.3941,-0.9055,-0.5545
500.0000,-1.3638,-0.8758,-0.6509
510.0000,-1.3138,-0.8973,-0.7126
520.0000,-1.2323,-0.8246,-0.7862
530.0000,-1.1878,-0.8357,-0.8307
540.0000,-1.2641,-0.7921,-0.8915
550.0000,-1.3109,-0.7538,-0.8982
560.0000,-1.3225,-0.7226,-0.8689
570.0000,-1.3221,-0.7126,-0.9062
580.0000,-1.3381,-0.6479,-0.9438
590.0000,-1.3423,-0.6352,-0.9438
600.0000,-1.3694,-0.6683,-0.8854
610.0000,-1.3469,-0.7291,-0.8500
620.0000,-1.3480,-0.7245,-0.8777
630.0000,-1.3202,-0.7584,-0.9026
640.0000,-1.3055,-0.7600,-0.8923
650.0000,-1.3182,-0.7651,-0.8769
660.0000,-1.3994,-0.7017,-0.8049
670.0000,-1.4267,-0.7520,-0.7484
680.0000,-1.4427,-0.7831,-0.6824
690.0000,-1.4995,-0.7908,-0.5102
700.0000,-1.5562,-0.7535,-0.3751
710.0000,-1.5652,-0.7806,-0.2742
