Run,Time to reach center
1.0,170.0
2.0,170.0
3.0,170.0
4.0,190.0
5.0,160.0
6.0,160.0
7.0,160.0
8.0,390.0
9.0,230.0
10.0,240.0
11.0,160.0
12.0,170.0
13.0,170.0
14.0,690.0
15.0,180.0
16.0,180.0
17.0,170.0
18.0,170.0
19.0,170.0
20.0,170.0
21.0,180.0
22.0,170.0
23.0,180.0
24.0,220.0
25.0,200.0
26.0,190.0
27.0,240.0
28.0,180.0
29.0,170.0
30.0,160.0
31.0,230.0
32.0,190.0
33.0,160.0
34.0,160.0
35.0,190.0
36.0,180.0
37.0,180.0
38.0,170.0
39.0,190.0
40.0,180.0
41.0,170.0
42.0,190.0
43.0,170.0
44.0,180.0
45.0,300.0
46.0,290.0
47.0,180.0
48.0,170.0
49.0,170.0
50.0,310.0
51.0,190.0
52.0,210.0
53.0,180.0
54.0,160.0
55.0,160.0
56.0,180.0
57.0,160.0
58.0,180.0
59.0,160.0
60.0,190.0
61.0,180.0
62.0,240.0
63.0,170.0
64.0,200.0
65.0,180.0
66.0,260.0
67.0,270.0
68.0,260.0
69.0,150.0
70.0,190.0
71.0,160.0
72.0,180.0
73.0,160.0
74.0,170.0
75.0,200.0
76.0,250.0
77.0,180.0
78.0,190.0
79.0,170.0
80.0,170.0
81.0,190.0
82.0,170.0
83.0,200.0
84.0,200.0
85.0,460.0
86.0,180.0
87.0,330.0
88.0,330.0
89.0,200.0
90.0,150.0
91.0,170.0
92.0,210.0
93.0,160.0
94.0,210.0
95.0,190.0
96.0,190.0
97.0,150.0
98.0,170.0
99.0,170.0
100.0,430.0
