time,x,y,z
0.0000,-12.0000,0.0000,0.0000
10.0000,-12.1402,0.2010,-0.0630
20.0000,-12.1251,0.1758,-0.1321
30.0000,-12.1467,0.1385,-0.1474
40.0000,-12.1146,0.1911,-0.1146
50.0000,-12.0022,0.2419,-0.0601
60.0000,-11.8231,0.2431,0.0038
70.0000,-11.5873,0.1783,0.0241
80.0000,-11.2856,0.1422,0.1458
90.0000,-10.9991,0.0836,0.2474
100.0000,-10.6702,-0.0525,0.2446
110.0000,-10.3784,-0.1034,0.2318
120.0000,-10.0719,-0.1228,0.2070
130.0000,-9.8151,-0.1746,0.1619
140.0000,-9.5140,-0.1741,0.1786
150.0000,-9.3054,-0.2015,0.1409
160.0000,-9.0050,-0.0682,0.1149
170.0000,-8.8361,-0.0708,0.0678
180.0000,-8.6409,-0.0874,0.0455
190.0000,-8.4198,-0.0725,0.0701
200.0000,-8.2517,-0.0895,0.0660
210.0000,-8.0767,-0.0585,0.0144
220.0000,-8.0005,-0.1310,-0.0446
230.0000,-7.9133,-0.2424,-0.0841
240.0000,-7.7377,-0.2460,-0.0477
250.0000,-7.5562,-0.2411,0.0829
260.0000,-7.3480,-0.2316,0.1015
270.0000,-7.1306,-0.2223,0.1270
280.0000,-6.9547,-0.1558,0.1115
290.0000,-6.8188,-0.1752,0.1431
300.0000,-6.6454,-0.2094,0.1212
310.0000,-6.4137,-0.2039,0.1211
320.0000,-6.1722,-0.0915,0.1301
330.0000,-5.9886,-0.1584,0.1513
340.0000,-5.7902,-0.2191,0.0963
350.0000,-5.5977,-0.2381,0.0780
360.0000,-5.3406,-0.2470,0.0542
370.0000,-5.1329,-0.2448,0.0486
380.0000,-4.9616,-0.2545,0.0062
390.0000,-4.8295,-0.2402,-0.0088
400.0000,-4.5997,-0.1362,-0.0049
410.0000,-4.4710,-0.1059,-0.0413
420.0000,-4.4107,-0.0064,-0.0447
430.0000,-4.4308,0.0829,0.0313
440.0000,-4.3829,0.1594,0.1107
450.0000,-4.4205,0.1278,-0.0225
460.0000,-4.4303,0.2353,-0.0479
470.0000,-4.3631,0.1277,-0.0196
480.0000,-4.3223,0.0040,0.0056
490.0000,-4.2552,0.0517,0.0172
500.0000,-4.1885,0.0242,0.0664
510.0000,-4.1419,0.0250,0.0844
520.0000,-4.1074,0.0247,0.0755
530.0000,-4.1262,-0.1007,0.0533
540.0000,-4.0985,-0.1274,0.0377
550.0000,-4.1147,0.0640,0.0830
560.0000,-4.1173,0.0693,0.0503
570.0000,-4.1069,0.1546,0.1332
580.0000,-4.1298,0.1652,0.0756
590.0000,-4.1815,0.0933,-0.1015
600.0000,-4.1450,0.0984,-0.2202
610.0000,-4.1194,0.0284,-0.1991
620.0000,-4.0517,-0.0209,-0.0541
630.0000,-3.9391,-0.0720,0.0003
640.0000,-3.8088,-0.0863,0.1035
650.0000,-3.6676,-0.0882,0.0885
660.0000,-3.5042,-0.2044,0.0169
670.0000,-3.3662,-0.2075,0.0012
680.0000,-3.2172,-0.1790,-0.0888
690.0000,-3.1141,-0.0864,-0.1009
700.0000,-2.9437,-0.1078,-0.1379
710.0000,-2.8143,-0.1932,-0.1555
720.0000,-2.6946,-0.1916,-0.1593
730.0000,-2.5635,-0.2325,-0.1224
740.0000,-2.4427,-0.2561,-0.0494
750.0000,-2.3653,-0.2455,0.0307
760.0000,-2.3256,-0.2525,0.0536
770.0000,-2.3234,-0.2246,0.0909
780.0000,-2.3071,-0.2188,0.0847
790.0000,-2.2845,-0.1442,0.1000
800.0000,-2.3230,-0.1320,0.0694
810.0000,-2.3196,-0.1598,0.1156
820.0000,-2.3643,-0.1713,-0.0000
830.0000,-2.3867,-0.2225,-0.0889
840.0000,-2.3237,-0.2187,-0.1413
850.0000,-2.3325,-0.2056,-0.1058
860.0000,-2.3583,-0.2246,-0.0341
870.0000,-2.3364,-0.2466,0.0663
880.0000,-2.2465,-0.1184,0.1299
890.0000,-2.2286,-0.0904,0.1305
900.0000,-2.1560,0.1004,0.1896
910.0000,-2.0511,0.1646,0.1912
920.0000,-1.9289,0.1919,0.1359
930.0000,-1.7991,0.2445,0.0803
940.0000,-1.6731,0.2474,-0.0542
950.0000,-1.5161,0.1354,-0.0977
960.0000,-1.4112,0.0653,-0.1601
970.0000,-1.4050,-0.1219,-0.1427
980.0000,-1.3788,-0.1263,-0.0346
990.0000,-1.4099,-0.2281,0.0001
1000.0000,-1.4250,-0.2086,0.0542
1010.0000,-1.4163,-0.2196,0.0695
1020.0000,-1.3575,-0.2390,-0.0117
1030.0000,-1.3430,-0.2316,-0.0630
1040.0000,-1.3342,-0.1806,-0.0857
1050.0000,-1.2687,-0.1039,-0.0988
1060.0000,-1.2122,-0.1723,-0.1624
1070.0000,-1.0889,-0.1800,-0.1552
1080.0000,-1.0016,-0.1689,-0.1681
1090.0000,-0.9460,-0.0983,-0.0626
1100.0000,-0.8481,-0.1362,0.0384
1110.0000,-0.7682,-0.0848,0.0998
1120.0000,-0.7621,-0.0976,0.2092
1130.0000,-0.6562,-0.1148,0.2310
1140.0000,-0.5924,-0.0407,0.2208
1150.0000,-0.6065,0.0219,0.2396
1160.0000,-0.5486,0.0621,0.1553
1170.0000,-0.5580,0.0799,-0.0194
1180.0000,-0.5760,0.0482,-0.1333
1190.0000,-0.5736,-0.0632,-0.1914
1200.0000,-0.6055,-0.1564,-0.1782
1210.0000,-0.6040,-0.1300,-0.2211
1220.0000,-0.6066,-0.1315,-0.2176
1230.0000,-0.6420,-0.1359,-0.1276
1240.0000,-0.6387,0.0010,-0.1135
1250.0000,-0.6478,0.1321,-0.1234
1260.0000,-0.6714,0.2015,-0.1262
1270.0000,-0.6718,0.1449,-0.1086
