Run,Time to reach center
1.0,50.0
2.0,70.0
3.0,80.0
4.0,50.0
5.0,60.0
6.0,70.0
7.0,70.0
8.0,70.0
9.0,60.0
10.0,180.0
11.0,140.0
12.0,270.0
13.0,280.0
14.0,200.0
15.0,60.0
16.0,80.0
17.0,80.0
18.0,70.0
19.0,70.0
20.0,400.0
21.0,310.0
22.0,50.0
23.0,50.0
24.0,270.0
25.0,80.0
26.0,110.0
27.0,90.0
28.0,70.0
29.0,190.0
30.0,130.0
31.0,240.0
32.0,320.0
33.0,50.0
34.0,70.0
35.0,70.0
36.0,70.0
37.0,60.0
38.0,70.0
39.0,80.0
40.0,130.0
41.0,410.0
42.0,70.0
43.0,140.0
44.0,60.0
45.0,50.0
46.0,250.0
47.0,70.0
48.0,70.0
49.0,70.0
50.0,70.0
51.0,210.0
52.0,220.0
53.0,210.0
54.0,60.0
55.0,90.0
56.0,210.0
57.0,250.0
58.0,200.0
59.0,160.0
60.0,130.0
61.0,220.0
62.0,210.0
63.0,70.0
64.0,60.0
65.0,70.0
66.0,210.0
67.0,70.0
68.0,70.0
69.0,80.0
70.0,240.0
71.0,90.0
72.0,220.0
73.0,70.0
74.0,70.0
75.0,120.0
76.0,130.0
77.0,70.0
78.0,50.0
79.0,100.0
80.0,130.0
81.0,500.0
82.0,110.0
83.0,80.0
84.0,210.0
85.0,80.0
86.0,190.0
87.0,50.0
88.0,70.0
89.0,80.0
90.0,90.0
91.0,70.0
92.0,50.0
93.0,80.0
94.0,270.0
95.0,120.0
96.0,440.0
97.0,60.0
98.0,70.0
99.0,80.0
100.0,70.0
