Run,Time to reach center
1.0,930.0
2.0,1140.0
3.0,650.0
4.0,840.0
5.0,1350.0
6.0,1680.0
7.0,2050.0
8.0,1800.0
9.0,1500.0
10.0,1920.0
11.0,3180.0
12.0,6460.0
13.0,900.0
14.0,390.0
15.0,3530.0
16.0,1270.0
17.0,1050.0
18.0,2470.0
19.0,550.0
20.0,650.0
21.0,1570.0
22.0,1730.0
23.0,2100.0
24.0,2450.0
25.0,860.0
26.0,710.0
27.0,5020.0
28.0,1200.0
29.0,2220.0
30.0,550.0
31.0,1410.0
32.0,1030.0
33.0,780.0
34.0,1440.0
35.0,490.0
36.0,1370.0
37.0,1050.0
38.0,1040.0
39.0,740.0
40.0,970.0
41.0,1280.0
42.0,910.0
43.0,770.0
44.0,1870.0
45.0,3310.0
46.0,1100.0
47.0,1300.0
48.0,1220.0
49.0,1620.0
50.0,1150.0
51.0,1580.0
52.0,1740.0
53.0,1220.0
54.0,860.0
55.0,1500.0
56.0,4030.0
57.0,1200.0
58.0,3550.0
59.0,540.0
60.0,1640.0
61.0,1280.0
62.0,2590.0
63.0,570.0
64.0,2480.0
65.0,1190.0
66.0,1790.0
67.0,1330.0
68.0,670.0
69.0,2270.0
70.0,1320.0
71.0,2130.0
72.0,1480.0
73.0,960.0
74.0,1210.0
75.0,1010.0
76.0,1220.0
77.0,1710.0
78.0,970.0
79.0,3820.0
80.0,2030.0
81.0,680.0
82.0,1220.0
83.0,1140.0
84.0,1290.0
85.0,2460.0
86.0,510.0
87.0,1420.0
88.0,1370.0
89.0,3100.0
90.0,3030.0
91.0,4310.0
92.0,1050.0
93.0,2780.0
94.0,830.0
95.0,2310.0
96.0,750.0
97.0,480.0
98.0,1200.0
99.0,1160.0
100.0,640.0
