Run,Time to reach center
1.0,1600.0
2.0,1770.0
3.0,2290.0
4.0,980.0
5.0,2440.0
6.0,2610.0
7.0,1410.0
8.0,1020.0
9.0,1260.0
10.0,1170.0
11.0,3710.0
12.0,1040.0
13.0,840.0
14.0,2110.0
15.0,2310.0
16.0,640.0
17.0,1010.0
18.0,770.0
19.0,1060.0
20.0,1860.0
21.0,1280.0
22.0,1160.0
23.0,1550.0
24.0,2610.0
25.0,570.0
26.0,1650.0
27.0,1150.0
28.0,920.0
29.0,1500.0
30.0,1950.0
31.0,1490.0
32.0,1090.0
33.0,1050.0
34.0,830.0
35.0,680.0
36.0,830.0
37.0,710.0
38.0,3400.0
39.0,1920.0
40.0,830.0
41.0,990.0
42.0,1620.0
43.0,1470.0
44.0,780.0
45.0,860.0
46.0,1380.0
47.0,1650.0
48.0,1670.0
49.0,2990.0
50.0,2010.0
51.0,3650.0
52.0,440.0
53.0,1050.0
54.0,2070.0
55.0,780.0
56.0,760.0
57.0,540.0
58.0,500.0
59.0,1640.0
60.0,500.0
61.0,1490.0
62.0,2430.0
63.0,790.0
64.0,2060.0
65.0,2060.0
66.0,2000.0
67.0,1780.0
68.0,2690.0
69.0,850.0
70.0,1820.0
71.0,900.0
72.0,860.0
73.0,1730.0
74.0,600.0
75.0,1440.0
76.0,750.0
77.0,1370.0
78.0,1380.0
79.0,1330.0
80.0,1000.0
81.0,1080.0
82.0,1090.0
83.0,4300.0
84.0,1570.0
85.0,1370.0
86.0,1200.0
87.0,1920.0
88.0,2170.0
89.0,3010.0
90.0,1520.0
91.0,1120.0
92.0,1500.0
93.0,1230.0
94.0,940.0
95.0,1110.0
96.0,610.0
97.0,780.0
98.0,1550.0
99.0,2450.0
100.0,760.0
