Run,Time to reach center
1.0,1040.0
2.0,1090.0
3.0,790.0
4.0,780.0
5.0,1000.0
6.0,820.0
7.0,510.0
8.0,550.0
9.0,940.0
10.0,810.0
11.0,660.0
12.0,660.0
13.0,1050.0
14.0,870.0
15.0,760.0
16.0,1940.0
17.0,860.0
18.0,1000.0
19.0,1050.0
20.0,990.0
21.0,900.0
22.0,980.0
23.0,490.0
24.0,720.0
25.0,1000.0
26.0,550.0
27.0,1140.0
28.0,700.0
29.0,760.0
30.0,810.0
31.0,660.0
32.0,850.0
33.0,900.0
34.0,850.0
35.0,1020.0
36.0,1720.0
37.0,440.0
38.0,620.0
39.0,860.0
40.0,780.0
41.0,1110.0
42.0,820.0
43.0,1120.0
44.0,740.0
45.0,840.0
46.0,1090.0
47.0,930.0
48.0,660.0
49.0,590.0
50.0,700.0
51.0,1220.0
52.0,920.0
53.0,1170.0
54.0,820.0
55.0,550.0
56.0,570.0
57.0,960.0
58.0,910.0
59.0,600.0
60.0,580.0
61.0,590.0
62.0,390.0
63.0,2740.0
64.0,750.0
65.0,760.0
66.0,1050.0
67.0,890.0
68.0,560.0
69.0,1040.0
70.0,1090.0
71.0,1650.0
72.0,730.0
73.0,1410.0
74.0,540.0
75.0,760.0
76.0,1270.0
77.0,760.0
78.0,1390.0
79.0,520.0
80.0,720.0
81.0,860.0
82.0,790.0
83.0,1170.0
84.0,1010.0
85.0,730.0
86.0,870.0
87.0,750.0
88.0,910.0
89.0,1340.0
90.0,1490.0
91.0,810.0
92.0,790.0
93.0,730.0
94.0,560.0
95.0,1100.0
96.0,430.0
97.0,510.0
98.0,610.0
99.0,1170.0
100.0,1040.0
