Run,Final distance to center
1.0,0.46620302444321404
2.0,0.42526036730454914
3.0,0.39258732786476946
4.0,0.6803896016254217
5.0,0.7227398217892799
6.0,0.3673893574941985
7.0,0.469465334183473
8.0,0.7893262823446334
9.0,0.6061887577314512
10.0,1.08306251435455
11.0,0.9202486294474987
12.0,0.27603141125603803
13.0,0.28844715287206424
14.0,0.37402955765554147
15.0,0.5793272046089325
16.0,0.8204783300002505
17.0,0.7274532905967227
18.0,0.2904688795723218
19.0,0.4222528389484196
20.0,0.3504724953544857
21.0,0.8312441819345264
22.0,1.3211927225049342
23.0,0.6422582891641025
24.0,0.6169420880439266
25.0,1.2991317831536568
26.0,0.28064905130785667
27.0,0.40447627866167873
28.0,0.5420284309886336
29.0,1.1717054450671465
30.0,0.7570428125277989
31.0,0.2933099896014454
32.0,0.2992821411310739
33.0,0.27876633584419763
34.0,0.4647717396744342
35.0,0.5385738760838665
36.0,0.4987700672654686
37.0,0.27010844118612803
38.0,0.33193871422297216
39.0,0.29583813141648935
40.0,0.4647309759419959
41.0,0.5288156294967085
42.0,0.3792253947192883
43.0,0.2680157831173381
44.0,0.4634693733139224
45.0,0.38025762319774736
46.0,0.9442534935069079
47.0,0.32280156443239244
48.0,0.3368842828034576
49.0,0.29665859165040204
50.0,1.052281521267004
51.0,0.3476979292431866
52.0,0.5916827781843916
53.0,0.28357960081783035
54.0,0.559732972050066
55.0,0.6756822996053693
56.0,0.5520535209560754
57.0,0.9027520700613209
58.0,0.6543214729779239
59.0,0.6664593235899697
60.0,0.3647189054600817
61.0,0.7284541783804935
62.0,0.6677093229841858
63.0,0.387941928643966
64.0,0.3490819244819187
65.0,0.3368541821025828
66.0,0.4780089643510883
67.0,0.2882909988189017
68.0,0.5693899015613115
69.0,0.6639185642833013
70.0,0.6713169817604795
71.0,0.7534572250632414
72.0,0.7577167940596274
73.0,0.27834809142510747
74.0,0.5258222893716089
75.0,0.42673141435802453
76.0,0.9352846732412544
77.0,0.9338553903040877
78.0,0.45496506459287617
79.0,0.5184186049902144
80.0,0.318902430219652
81.0,1.4777552199197268
82.0,0.28607049830417675
83.0,0.4770550806772736
84.0,0.38513058824248175
85.0,0.908757360355337
86.0,0.3330303439628287
87.0,1.1150924894375354
88.0,0.42979740576229636
89.0,0.5891900372545347
90.0,0.3000946184122601
91.0,0.414596128780769
92.0,0.2658330867292482
93.0,1.0304007666922614
94.0,0.5943901917091162
95.0,0.2744506877382529
96.0,0.2815041385130954
97.0,0.7686124836352842
98.0,0.997103695710732
99.0,0.30482191522264274
100.0,0.40845765998448363
