Run,Time to reach center
1.0,720.0
2.0,300.0
3.0,590.0
4.0,650.0
5.0,250.0
6.0,2280.0
7.0,210.0
8.0,220.0
9.0,2750.0
10.0,2050.0
11.0,660.0
12.0,490.0
13.0,130.0
14.0,940.0
15.0,1000.0
16.0,680.0
17.0,2150.0
18.0,260.0
19.0,130.0
20.0,360.0
21.0,1180.0
22.0,160.0
23.0,580.0
24.0,460.0
25.0,1440.0
26.0,620.0
27.0,700.0
28.0,230.0
29.0,130.0
30.0,340.0
31.0,720.0
32.0,240.0
33.0,660.0
34.0,770.0
35.0,540.0
36.0,130.0
37.0,330.0
38.0,770.0
39.0,170.0
40.0,300.0
41.0,320.0
42.0,1120.0
43.0,380.0
44.0,320.0
45.0,430.0
46.0,900.0
47.0,220.0
48.0,2220.0
49.0,370.0
50.0,230.0
51.0,190.0
52.0,120.0
53.0,490.0
54.0,340.0
55.0,300.0
56.0,490.0
57.0,190.0
58.0,220.0
59.0,310.0
60.0,130.0
61.0,170.0
62.0,690.0
63.0,230.0
64.0,890.0
65.0,1190.0
66.0,140.0
67.0,400.0
68.0,370.0
69.0,420.0
70.0,3010.0
71.0,460.0
72.0,1510.0
73.0,1980.0
74.0,130.0
75.0,500.0
76.0,140.0
77.0,2280.0
78.0,210.0
79.0,450.0
80.0,230.0
81.0,3680.0
82.0,190.0
83.0,150.0
84.0,340.0
85.0,560.0
86.0,520.0
87.0,720.0
88.0,200.0
89.0,440.0
90.0,120.0
91.0,170.0
92.0,530.0
93.0,2730.0
94.0,3280.0
95.0,370.0
96.0,960.0
97.0,630.0
98.0,230.0
99.0,190.0
100.0,1050.0
