time,x,y,z
0.0000,-5.0000,0.0000,0.0000
10.0000,-5.0119,0.0009,-0.0035
20.0000,-5.0014,-0.0362,0.0559
30.0000,-4.9983,-0.0194,0.0578
40.0000,-4.9899,-0.0249,0.0410
50.0000,-4.9339,0.0034,0.0461
60.0000,-4.8347,0.0351,0.0299
70.0000,-4.7627,-0.0019,-0.0152
80.0000,-4.6712,-0.0212,-0.0071
90.0000,-4.5797,-0.0091,-0.0210
100.0000,-4.4853,-0.0321,-0.0790
110.0000,-4.3657,-0.0220,-0.1333
120.0000,-4.2700,-0.0124,-0.1503
130.0000,-4.1450,-0.0162,-0.1626
140.0000,-4.1063,0.0268,-0.1910
150.0000,-4.0973,0.0117,-0.2196
160.0000,-4.0496,0.0245,-0.2325
170.0000,-4.0541,0.0174,-0.2658
180.0000,-4.0349,-0.0310,-0.3075
190.0000,-4.0794,-0.0725,-0.3262
200.0000,-4.1539,-0.0643,-0.3524
210.0000,-4.1782,-0.0674,-0.3907
220.0000,-4.1799,-0.0917,-0.4012
230.0000,-4.2001,-0.1628,-0.4462
240.0000,-4.1744,-0.1445,-0.4544
250.0000,-4.1716,-0.1607,-0.4699
260.0000,-4.2233,-0.1533,-0.4932
270.0000,-4.2363,-0.1798,-0.5297
280.0000,-4.2383,-0.1610,-0.5220
290.0000,-4.2481,-0.1588,-0.5283
300.0000,-4.2184,-0.1761,-0.5678
310.0000,-4.2127,-0.1725,-0.5826
320.0000,-4.1845,-0.1990,-0.5532
330.0000,-4.2016,-0.2233,-0.5146
340.0000,-4.2512,-0.2590,-0.5107
350.0000,-4.3205,-0.2880,-0.5056
360.0000,-4.3220,-0.2969,-0.4505
370.0000,-4.3619,-0.2889,-0.3952
380.0000,-4.4097,-0.2695,-0.3329
390.0000,-4.5457,-0.2957,-0.3029
400.0000,-4.6585,-0.2905,-0.2896
410.0000,-4.7559,-0.3151,-0.3060
420.0000,-4.8839,-0.3430,-0.3065
430.0000,-4.8832,-0.3725,-0.3005
440.0000,-4.9252,-0.3841,-0.2621
450.0000,-4.9925,-0.4482,-0.1907
460.0000,-5.0425,-0.5176,-0.1774
470.0000,-5.1115,-0.5307,-0.2090
480.0000,-5.1934,-0.5693,-0.2070
490.0000,-5.2266,-0.5386,-0.1844
500.0000,-5.2329,-0.5003,-0.1891
510.0000,-5.2219,-0.5299,-0.2470
520.0000,-5.1728,-0.5018,-0.2787
530.0000,-5.1516,-0.5118,-0.3347
540.0000,-5.1927,-0.4877,-0.3582
550.0000,-5.2072,-0.4695,-0.3834
560.0000,-5.2143,-0.4499,-0.4420
570.0000,-5.2066,-0.4403,-0.4522
580.0000,-5.1810,-0.4104,-0.4903
590.0000,-5.1402,-0.3888,-0.5135
600.0000,-5.0906,-0.3690,-0.5580
610.0000,-4.9883,-0.3519,-0.6010
620.0000,-4.9665,-0.3372,-0.6212
630.0000,-4.9743,-0.3644,-0.6564
640.0000,-4.9424,-0.3709,-0.7158
650.0000,-4.9542,-0.3924,-0.7228
660.0000,-4.9104,-0.3996,-0.7052
