Run,Time to reach center
1.0,430.0
2.0,520.0
3.0,30.0
4.0,360.0
5.0,120.0
6.0,30.0
7.0,60.0
8.0,40.0
9.0,370.0
10.0,560.0
11.0,100.0
12.0,30.0
13.0,40.0
14.0,150.0
15.0,540.0
16.0,10.0
17.0,120.0
18.0,80.0
19.0,240.0
20.0,30.0
21.0,300.0
22.0,730.0
23.0,160.0
24.0,820.0
25.0,20.0
26.0,20.0
27.0,30.0
28.0,40.0
29.0,10.0
30.0,150.0
31.0,230.0
32.0,110.0
33.0,100.0
34.0,20.0
35.0,20.0
36.0,100.0
37.0,110.0
38.0,40.0
39.0,640.0
40.0,100.0
41.0,180.0
42.0,110.0
43.0,350.0
44.0,40.0
45.0,310.0
46.0,160.0
47.0,160.0
48.0,150.0
49.0,100.0
50.0,30.0
51.0,840.0
52.0,40.0
53.0,20.0
54.0,1430.0
55.0,80.0
56.0,90.0
57.0,180.0
58.0,340.0
59.0,170.0
60.0,40.0
61.0,110.0
62.0,300.0
63.0,100.0
64.0,40.0
65.0,180.0
66.0,6590.0
67.0,560.0
68.0,110.0
69.0,30.0
70.0,20.0
71.0,400.0
72.0,940.0
73.0,20.0
74.0,20.0
75.0,60.0
76.0,380.0
77.0,520.0
78.0,40.0
79.0,160.0
80.0,80.0
81.0,190.0
82.0,110.0
83.0,150.0
84.0,70.0
85.0,10.0
86.0,10.0
87.0,120.0
88.0,360.0
89.0,20.0
90.0,100.0
91.0,270.0
92.0,150.0
93.0,30.0
94.0,160.0
95.0,40.0
96.0,30.0
97.0,110.0
98.0,140.0
99.0,120.0
100.0,20.0
