Run,Final distance to center
1.0,12.24483663835496
2.0,11.084107524289
3.0,11.917480175775415
4.0,11.813165339569238
5.0,11.050020616722849
6.0,11.811950374514787
7.0,11.388318616459587
8.0,10.016832202348207
9.0,10.855223709348415
10.0,12.02481084799258
11.0,12.070646559733243
12.0,11.929276867438361
13.0,12.233303011860697
14.0,11.742597322994602
15.0,10.318557133146088
16.0,11.532633757732878
17.0,11.961933062009669
18.0,12.003567456802166
19.0,11.457339781118476
20.0,11.32744518591902
21.0,11.945212239219527
22.0,11.693433113076757
23.0,11.567053866477842
24.0,11.597013083117567
25.0,11.19840087289252
26.0,11.959224816433546
27.0,10.52393274161328
28.0,11.428995034560126
29.0,12.091943432715851
30.0,11.544317995446939
31.0,11.146727199048158
32.0,12.151571405377991
33.0,11.96609946933419
34.0,12.013039621178313
35.0,11.197742852468082
36.0,11.112156352841692
37.0,12.239349399375769
38.0,10.31305115327176
39.0,11.790978393246252
40.0,11.637482784520026
41.0,11.231007380017164
42.0,11.472176390729006
43.0,11.590892471246553
44.0,11.203197726095885
45.0,11.895395455805577
46.0,11.059628483814455
47.0,10.959522092682692
48.0,10.771677014745661
49.0,11.892072834035284
50.0,12.013445446248966
51.0,9.284780352275437
52.0,11.537043886108782
53.0,11.816301822059218
54.0,12.19006713107028
55.0,11.545423009140894
56.0,11.10983801187038
57.0,9.187564213108935
58.0,10.149352182775017
59.0,11.945134748507442
60.0,10.908163292232107
61.0,11.826923233453407
62.0,12.175704658868824
63.0,12.051887238519948
64.0,11.468519155932904
65.0,10.83107264540313
66.0,11.6318583244467
67.0,10.816987685118256
68.0,9.852269952148083
69.0,12.100040787947783
70.0,11.84583466751077
71.0,12.257358722824423
72.0,10.316677717656978
73.0,11.79206690873148
74.0,9.623065799941307
75.0,11.633560160587129
76.0,9.190069554143756
77.0,9.389302267474404
78.0,10.17045150865978
79.0,11.75272537031305
80.0,11.768153205155006
81.0,10.90459368018818
82.0,11.987490933468939
83.0,11.540308064345597
84.0,11.717167873253333
85.0,11.254630617217076
86.0,12.254324887973226
87.0,11.184973641453071
88.0,10.486600021455953
89.0,11.837372264569533
90.0,10.882494324831969
91.0,10.42839534588136
92.0,10.826858405834999
93.0,12.232911166602985
94.0,11.775947833614074
95.0,11.75481291514246
96.0,11.783030398416189
97.0,11.70700618006158
98.0,12.061375480847945
99.0,12.157013109312667
100.0,11.9793318703507
