Run,Final distance to center
1.0,5.257341546827636
2.0,5.250350748283394
3.0,5.10573429195057
4.0,5.258618739745257
5.0,4.742538000902049
6.0,5.196712588743003
7.0,5.18429999903555
8.0,4.543099706147775
9.0,5.097549306284344
10.0,4.751346413386421
11.0,4.59316714479236
12.0,5.15272488495165
13.0,5.090445652396261
14.0,5.120668110705868
15.0,5.237795949633777
16.0,4.497309094336301
17.0,4.886737228458269
18.0,4.5510815077297835
19.0,5.254609078704143
20.0,5.056342960084887
21.0,5.164714211841735
22.0,4.718600448226148
23.0,4.823728579636296
24.0,4.987134356521789
25.0,4.528130140576793
26.0,4.906595815838105
27.0,5.085595439080856
28.0,4.9958714515087355
29.0,5.053139121377918
30.0,5.0733718314351846
31.0,5.087031142031667
32.0,4.267256576537202
33.0,5.070560430563864
34.0,3.974193160881841
35.0,5.216195074956457
36.0,4.801805637465973
37.0,4.583153142760997
38.0,4.669127594101494
39.0,4.788031436822444
40.0,5.24134563065631
41.0,4.959863000124096
42.0,5.050817360586304
43.0,4.726411926609868
44.0,4.819806506489654
45.0,4.223440505085871
46.0,4.690039749298506
47.0,5.256863855950618
48.0,5.091862061171728
49.0,4.91688729482383
50.0,5.201714653842519
51.0,5.203594155965662
52.0,5.248002737232518
53.0,5.076804059642247
54.0,4.089628102896399
55.0,5.087689025481018
56.0,5.035591130145497
57.0,5.012392539496482
58.0,4.681513244667796
59.0,4.6616422310168755
60.0,5.0393219990391565
61.0,5.148077849061726
62.0,4.448766242454194
63.0,4.689286879686505
64.0,4.438122948950378
65.0,5.13499862901637
66.0,4.571857298735384
67.0,4.478129128330267
68.0,4.52818539704372
69.0,4.231792883636911
70.0,5.191244647480987
71.0,5.171616177753333
72.0,5.042941184467652
73.0,4.789803212032828
74.0,5.259227358652599
75.0,4.8227268251477815
76.0,4.778974987379615
77.0,4.59712185938115
78.0,3.985860821704642
79.0,4.242274848474578
80.0,5.2177121969307585
81.0,5.261097379824859
82.0,5.251677329196835
83.0,5.2479820321719854
84.0,5.241046667412913
85.0,5.034289940994658
86.0,5.211099048185517
87.0,5.086480666433324
88.0,5.252301058583752
89.0,5.247492080984973
90.0,5.258813162682242
91.0,4.423215103293079
92.0,5.052076236558589
93.0,4.929867375498047
94.0,4.6732808240036245
95.0,4.342071130232668
96.0,5.253068507072795
97.0,5.0656120558131965
98.0,4.996334226210252
99.0,4.788571876875192
100.0,5.264734775845788
