Run,Final distance to center
1.0,1.6195267889108844
2.0,0.8718824290006079
3.0,0.41800360046296253
4.0,1.3687794453453777
5.0,1.153889994756866
6.0,0.27835051643566244
7.0,1.4642883117746996
8.0,0.418751823876625
9.0,0.1973493349368069
10.0,1.146420900018837
11.0,0.4788521796964069
12.0,0.23189551526495722
13.0,0.6242987986533372
14.0,1.0775066310700832
15.0,0.4789181976079005
16.0,0.07912856627034259
17.0,1.7439642054812938
18.0,1.706645367380113
19.0,1.3311778543831023
20.0,0.9780997699621445
21.0,0.8248641948830121
22.0,0.08395576216079514
23.0,1.7664987800731706
24.0,0.7062968851694025
25.0,0.4165020768255544
26.0,1.630380170389716
27.0,0.8660391561586578
28.0,0.339060245384209
29.0,1.2045923044748377
30.0,0.3283285854140635
31.0,1.016617991184496
32.0,2.4020754734187686
33.0,0.9065447424148463
34.0,0.6183158820538253
35.0,0.2507850274637623
36.0,0.2410251854060069
37.0,0.4567854748128491
38.0,1.1355412145756751
39.0,0.7922662494389118
40.0,1.914105981914272
41.0,0.31734058990302516
42.0,0.27372813154661324
43.0,0.6302368681694209
44.0,0.14307931366902765
45.0,0.7708489865077335
46.0,0.6697221065486788
47.0,0.25418623094101694
48.0,0.2518020254088517
49.0,1.6700581127613494
50.0,0.8524085288170221
51.0,1.1052085866477876
52.0,1.0489797376498748
53.0,0.2742029540322277
54.0,0.5293742910266799
55.0,0.3121704982857926
56.0,1.0579594557448788
57.0,1.2423161835861272
58.0,0.3626572348650996
59.0,0.1948341859120211
60.0,1.2046276976726047
61.0,0.913684507912879
62.0,0.6755241816545133
63.0,1.8899541793387478
64.0,0.26534095047692885
65.0,2.334954359296986
66.0,1.412461436641723
67.0,2.2167391592156256
68.0,0.8096003643773884
69.0,0.2102832613405071
70.0,0.6243044369536389
71.0,0.3309696964980329
72.0,0.783424444346741
73.0,0.24848221264307835
74.0,0.9071138517297594
75.0,2.0518090383853953
76.0,1.4031006948897147
77.0,0.9319367521457665
78.0,0.3719924864832622
79.0,1.4703829093130811
80.0,0.7210682977360744
81.0,0.6714083481756836
82.0,0.2816197081171699
83.0,0.750595610165687
84.0,1.5078444747386914
85.0,2.129076853943981
86.0,0.8099966728326728
87.0,1.7721519884028007
88.0,0.7239315506316878
89.0,0.8409931866549217
90.0,0.588127112110979
91.0,0.6243742947943965
92.0,0.3896773537171489
93.0,1.6414072590311037
94.0,1.3162644187244448
95.0,0.5614810504371452
96.0,1.1000634663509192
97.0,0.5056660558115406
98.0,0.9009783682197925
99.0,2.8189487455432745
100.0,0.5451861608661761
