Run,Time to reach center
1.0,170.0
2.0,200.0
3.0,190.0
4.0,180.0
5.0,190.0
6.0,180.0
7.0,180.0
8.0,160.0
9.0,180.0
10.0,170.0
11.0,180.0
12.0,170.0
13.0,180.0
14.0,170.0
15.0,170.0
16.0,180.0
17.0,180.0
18.0,190.0
19.0,180.0
20.0,190.0
21.0,170.0
22.0,170.0
23.0,190.0
24.0,190.0
25.0,170.0
26.0,170.0
27.0,180.0
28.0,170.0
29.0,160.0
30.0,160.0
31.0,160.0
32.0,170.0
33.0,170.0
34.0,150.0
35.0,180.0
36.0,170.0
37.0,170.0
38.0,180.0
39.0,160.0
40.0,160.0
41.0,150.0
42.0,160.0
43.0,160.0
44.0,180.0
45.0,170.0
46.0,170.0
47.0,180.0
48.0,340.0
49.0,160.0
50.0,180.0
51.0,330.0
52.0,260.0
53.0,180.0
54.0,180.0
55.0,180.0
56.0,200.0
57.0,190.0
58.0,170.0
59.0,160.0
60.0,180.0
61.0,170.0
62.0,190.0
63.0,170.0
64.0,160.0
65.0,180.0
66.0,180.0
67.0,150.0
68.0,170.0
69.0,190.0
70.0,290.0
71.0,170.0
72.0,160.0
73.0,180.0
74.0,170.0
75.0,160.0
76.0,210.0
77.0,170.0
78.0,170.0
79.0,160.0
80.0,160.0
81.0,160.0
82.0,160.0
83.0,170.0
84.0,160.0
85.0,210.0
86.0,170.0
87.0,160.0
88.0,160.0
89.0,170.0
90.0,180.0
91.0,210.0
92.0,190.0
93.0,180.0
94.0,170.0
95.0,170.0
96.0,170.0
97.0,420.0
98.0,250.0
99.0,170.0
100.0,190.0
