Run,Time to reach center
1.0,90.0
2.0,120.0
3.0,110.0
4.0,100.0
5.0,310.0
6.0,280.0
7.0,120.0
8.0,100.0
9.0,380.0
10.0,90.0
11.0,100.0
12.0,540.0
13.0,100.0
14.0,1090.0
15.0,80.0
16.0,90.0
17.0,340.0
18.0,100.0
19.0,100.0
20.0,350.0
21.0,420.0
22.0,1210.0
23.0,480.0
24.0,250.0
25.0,1100.0
26.0,120.0
27.0,240.0
28.0,1130.0
29.0,1750.0
30.0,340.0
31.0,1460.0
32.0,1180.0
33.0,810.0
34.0,910.0
35.0,910.0
36.0,410.0
37.0,300.0
38.0,400.0
39.0,560.0
40.0,90.0
41.0,770.0
42.0,120.0
43.0,310.0
44.0,1730.0
45.0,1710.0
46.0,110.0
47.0,700.0
48.0,920.0
49.0,220.0
50.0,320.0
51.0,90.0
52.0,100.0
53.0,7030.0
54.0,170.0
55.0,1010.0
56.0,530.0
57.0,930.0
58.0,980.0
59.0,90.0
60.0,2330.0
61.0,110.0
62.0,1780.0
63.0,90.0
64.0,100.0
65.0,100.0
66.0,980.0
67.0,890.0
68.0,90.0
69.0,640.0
70.0,100.0
71.0,100.0
72.0,100.0
73.0,950.0
74.0,310.0
75.0,510.0
76.0,1730.0
77.0,240.0
78.0,120.0
79.0,260.0
80.0,620.0
81.0,330.0
82.0,2110.0
83.0,100.0
84.0,100.0
85.0,130.0
86.0,340.0
87.0,80.0
88.0,1530.0
89.0,480.0
90.0,230.0
91.0,340.0
92.0,100.0
93.0,130.0
94.0,80.0
95.0,320.0
96.0,90.0
97.0,770.0
98.0,130.0
99.0,100.0
100.0,380.0
