Run,Time to reach center
1.0,170.0
2.0,210.0
3.0,180.0
4.0,210.0
5.0,320.0
6.0,200.0
7.0,150.0
8.0,160.0
9.0,250.0
10.0,400.0
11.0,220.0
12.0,220.0
13.0,340.0
14.0,230.0
15.0,190.0
16.0,290.0
17.0,220.0
18.0,190.0
19.0,180.0
20.0,500.0
21.0,190.0
22.0,160.0
23.0,310.0
24.0,230.0
25.0,210.0
26.0,240.0
27.0,220.0
28.0,290.0
29.0,210.0
30.0,190.0
31.0,460.0
32.0,430.0
33.0,390.0
34.0,410.0
35.0,300.0
36.0,170.0
37.0,430.0
38.0,170.0
39.0,190.0
40.0,500.0
41.0,190.0
42.0,210.0
43.0,190.0
44.0,200.0
45.0,200.0
46.0,230.0
47.0,280.0
48.0,190.0
49.0,350.0
50.0,220.0
51.0,270.0
52.0,190.0
53.0,180.0
54.0,160.0
55.0,180.0
56.0,170.0
57.0,170.0
58.0,180.0
59.0,190.0
60.0,180.0
61.0,170.0
62.0,170.0
63.0,180.0
64.0,680.0
65.0,180.0
66.0,180.0
67.0,280.0
68.0,190.0
69.0,190.0
70.0,210.0
71.0,190.0
72.0,400.0
73.0,170.0
74.0,180.0
75.0,170.0
76.0,170.0
77.0,300.0
78.0,160.0
79.0,480.0
80.0,180.0
81.0,180.0
82.0,280.0
83.0,180.0
84.0,260.0
85.0,200.0
86.0,170.0
87.0,220.0
88.0,180.0
89.0,170.0
90.0,200.0
91.0,170.0
92.0,160.0
93.0,260.0
94.0,230.0
95.0,570.0
96.0,180.0
97.0,270.0
98.0,170.0
99.0,260.0
100.0,210.0
