Run,Time to reach center
1.0,1060.0
2.0,870.0
3.0,2220.0
4.0,770.0
5.0,1160.0
6.0,760.0
7.0,1030.0
8.0,920.0
9.0,880.0
10.0,900.0
11.0,1140.0
12.0,850.0
13.0,790.0
14.0,1070.0
15.0,570.0
16.0,1010.0
17.0,960.0
18.0,1250.0
19.0,690.0
20.0,790.0
21.0,740.0
22.0,630.0
23.0,1250.0
24.0,550.0
25.0,1500.0
26.0,1220.0
27.0,1390.0
28.0,510.0
29.0,1340.0
30.0,990.0
31.0,660.0
32.0,550.0
33.0,1100.0
34.0,1330.0
35.0,810.0
36.0,1580.0
37.0,910.0
38.0,590.0
39.0,1520.0
40.0,1060.0
41.0,1150.0
42.0,620.0
43.0,750.0
44.0,1380.0
45.0,2820.0
46.0,640.0
47.0,920.0
48.0,640.0
49.0,910.0
50.0,1240.0
51.0,830.0
52.0,890.0
53.0,1170.0
54.0,930.0
55.0,620.0
56.0,960.0
57.0,690.0
58.0,1320.0
59.0,860.0
60.0,720.0
61.0,1010.0
62.0,890.0
63.0,610.0
64.0,980.0
65.0,700.0
66.0,610.0
67.0,860.0
68.0,970.0
69.0,1220.0
70.0,1300.0
71.0,760.0
72.0,1230.0
73.0,1620.0
74.0,710.0
75.0,1160.0
76.0,980.0
77.0,720.0
78.0,1100.0
79.0,1130.0
80.0,1120.0
81.0,630.0
82.0,760.0
83.0,700.0
84.0,880.0
85.0,690.0
86.0,550.0
87.0,930.0
88.0,790.0
89.0,650.0
90.0,620.0
91.0,940.0
92.0,780.0
93.0,1220.0
94.0,600.0
95.0,850.0
96.0,1270.0
97.0,950.0
98.0,460.0
99.0,730.0
100.0,760.0
