Run,Final distance to center
1.0,3.248703761502424
2.0,2.114338262908752
3.0,2.9516488493721607
4.0,2.8273194478162527
5.0,3.0890731457833756
6.0,3.1107673426342894
7.0,4.599231377089002
8.0,4.533114184531424
9.0,2.9543644477281403
10.0,4.779252347386566
11.0,3.0701194211300638
12.0,4.6778715608703925
13.0,2.7304379667005803
14.0,4.737285004092534
15.0,3.7635178291061675
16.0,4.280775317626469
17.0,1.0907272161269288
18.0,3.489431377746237
19.0,4.353346657457915
20.0,4.384587066075892
21.0,2.62064865825238
22.0,2.899521010442932
23.0,3.3186948714818603
24.0,3.4387404321931596
25.0,4.222306779474935
26.0,3.519426206073939
27.0,3.741873346333358
28.0,3.1585234999917287
29.0,4.828408820719306
30.0,4.7254747518106575
31.0,3.821824709481062
32.0,4.153461787473192
33.0,3.391918379029778
34.0,3.405106057085447
35.0,4.751525886491622
36.0,4.424666338832794
37.0,4.68294331163639
38.0,3.762830357589882
39.0,4.517564126827643
40.0,4.379416318415046
41.0,5.2521839162390345
42.0,3.481785682663423
43.0,2.4282195843868815
44.0,3.1741398504161724
45.0,3.904833570076963
46.0,4.093905092939992
47.0,4.148567646790878
48.0,2.735129898194965
49.0,3.838385789625634
50.0,3.368279770149742
51.0,3.873583178402137
52.0,4.500902603922906
53.0,3.4773088128608887
54.0,4.114995608746138
55.0,4.0962891841275075
56.0,4.18991650632802
57.0,3.2669097232706017
58.0,4.451946125010949
59.0,2.9670022682835957
60.0,4.23821082179733
61.0,4.840232591518717
62.0,3.3985178136946703
63.0,3.481962214039664
64.0,3.5403656788529627
65.0,4.248755843773562
66.0,5.035813977898706
67.0,4.967217507820651
68.0,4.511247848433957
69.0,4.126201491686998
70.0,2.8518702722950073
71.0,3.288860600572788
72.0,3.2336840383686223
73.0,2.5323534310992217
74.0,4.106220934143705
75.0,4.663979344937111
76.0,4.299205937146998
77.0,3.2186626430864114
78.0,4.528797346978555
79.0,4.282285573148993
80.0,3.5283319302469263
81.0,4.334707927877033
82.0,4.453749446253123
83.0,3.2784014915809196
84.0,4.0760089609813175
85.0,3.446495183516147
86.0,4.190487506245544
87.0,3.801118682703817
88.0,3.833157887434328
89.0,2.8499702244058622
90.0,5.23505782298534
91.0,3.403446243148259
92.0,4.530529173286494
93.0,3.491450198699675
94.0,4.132817917595693
95.0,2.308474078260356
96.0,4.65447574491478
97.0,5.158534359680083
98.0,3.679964698200242
99.0,4.808600982614381
100.0,2.867312923278518
