time,x,y,z
0.0000,-5.0000,0.0000,0.0000
10.0000,-5.0459,0.0218,-0.1028
20.0000,-5.1266,-0.0224,-0.1711
30.0000,-5.0887,-0.0889,-0.1318
40.0000,-4.8936,-0.0893,-0.1468
50.0000,-4.7385,-0.0774,-0.0934
60.0000,-4.5400,-0.0437,-0.1181
70.0000,-4.3948,-0.1320,-0.0964
80.0000,-4.2659,-0.1427,-0.1051
90.0000,-4.1194,-0.1871,-0.0834
100.0000,-3.9987,-0.1791,-0.0541
110.0000,-3.8627,-0.1810,-0.0742
120.0000,-3.7173,-0.1433,-0.1261
130.0000,-3.6108,-0.1666,-0.1428
140.0000,-3.5273,-0.1037,-0.1488
150.0000,-3.4587,-0.0780,-0.2008
160.0000,-3.3715,-0.0306,-0.2454
170.0000,-3.2524,0.0216,-0.2877
180.0000,-3.2840,0.0439,-0.3167
190.0000,-3.3038,0.0613,-0.3068
200.0000,-3.3342,0.1400,-0.3624
210.0000,-3.3632,0.1164,-0.4036
220.0000,-3.4300,0.0816,-0.4259
230.0000,-3.5244,0.1048,-0.4584
240.0000,-3.6231,0.0805,-0.5301
250.0000,-3.7021,0.0694,-0.6092
260.0000,-3.7427,0.0307,-0.7072
270.0000,-3.8147,0.0535,-0.8546
280.0000,-3.9864,0.0411,-0.9301
290.0000,-3.9704,0.0042,-0.9854
300.0000,-3.9228,-0.0422,-1.0407
310.0000,-3.8795,-0.0832,-1.0349
320.0000,-3.7967,-0.1111,-1.0842
330.0000,-3.7257,-0.1495,-1.1819
340.0000,-3.6789,-0.1946,-1.2464
350.0000,-3.6808,-0.2084,-1.2624
360.0000,-3.6877,-0.2393,-1.2974
370.0000,-3.6869,-0.2881,-1.2903
380.0000,-3.6304,-0.3303,-1.2061
390.0000,-3.6272,-0.3827,-1.1316
400.0000,-3.7051,-0.4797,-1.1183
410.0000,-3.7014,-0.5473,-1.0995
420.0000,-3.7503,-0.6283,-1.1121
430.0000,-3.8420,-0.6946,-1.1533
440.0000,-3.9452,-0.7226,-1.1622
450.0000,-4.0781,-0.7189,-1.1902
460.0000,-4.2345,-0.8047,-1.2372
470.0000,-4.4085,-0.8267,-1.2952
480.0000,-4.5926,-0.8730,-1.3620
490.0000,-4.7175,-0.9026,-1.3994
500.0000,-4.8907,-0.9245,-1.4235
510.0000,-4.9391,-0.9255,-1.4905
520.0000,-4.9427,-0.9182,-1.5639
530.0000,-4.8893,-0.8694,-1.5791
540.0000,-4.8533,-0.8553,-1.5901
550.0000,-4.8235,-0.8566,-1.6560
560.0000,-4.8993,-0.8712,-1.6826
570.0000,-4.8914,-0.8647,-1.7208
580.0000,-4.8777,-0.9206,-1.7193
590.0000,-4.8413,-0.8821,-1.7780
600.0000,-4.7881,-0.8485,-1.8014
610.0000,-4.7603,-0.8386,-1.7838
620.0000,-4.8387,-0.8488,-1.7297
630.0000,-4.8436,-0.8427,-1.7050
640.0000,-4.8172,-0.8085,-1.7261
