Run,Time to reach center
1.0,10.0
2.0,10.0
3.0,20.0
4.0,500.0
5.0,10.0
6.0,10.0
7.0,10.0
8.0,270.0
9.0,290.0
10.0,10.0
11.0,10.0
12.0,10.0
13.0,250.0
14.0,720.0
15.0,10.0
16.0,10.0
17.0,630.0
18.0,10.0
19.0,270.0
20.0,120.0
21.0,10.0
22.0,140.0
23.0,2150.0
24.0,10.0
25.0,10.0
26.0,400.0
27.0,170.0
28.0,20.0
29.0,180.0
30.0,20.0
31.0,170.0
32.0,460.0
33.0,10.0
34.0,10.0
35.0,220.0
36.0,130.0
37.0,290.0
38.0,830.0
39.0,120.0
40.0,110.0
41.0,1090.0
42.0,10.0
43.0,160.0
44.0,10.0
45.0,710.0
46.0,2980.0
47.0,280.0
48.0,10.0
49.0,10.0
50.0,1920.0
51.0,320.0
52.0,10.0
53.0,510.0
54.0,130.0
55.0,430.0
56.0,200.0
57.0,10.0
58.0,130.0
59.0,140.0
60.0,20.0
61.0,750.0
62.0,160.0
63.0,20.0
64.0,20.0
65.0,280.0
66.0,10.0
67.0,350.0
68.0,110.0
69.0,10.0
70.0,110.0
71.0,20.0
72.0,20.0
73.0,20.0
74.0,990.0
75.0,10.0
76.0,160.0
77.0,10.0
78.0,350.0
79.0,310.0
80.0,10.0
81.0,110.0
82.0,330.0
83.0,240.0
84.0,40.0
85.0,440.0
86.0,120.0
87.0,10.0
88.0,210.0
89.0,40.0
90.0,30.0
91.0,1850.0
92.0,20.0
93.0,120.0
94.0,1130.0
95.0,10.0
96.0,110.0
97.0,510.0
98.0,10.0
99.0,10.0
100.0,10.0
