time,x,y,z
0.0000,-5.0000,0.0000,0.0000
10.0000,-4.0216,0.1699,0.1597
20.0000,-3.7134,0.1835,0.1708
30.0000,-3.2727,0.2156,0.1284
40.0000,-2.8708,0.2240,0.0818
50.0000,-2.4716,0.1914,0.1635
60.0000,-2.1571,0.1387,0.2120
70.0000,-1.9069,0.0699,0.2171
80.0000,-1.6390,0.1507,0.2032
90.0000,-1.4364,0.0633,0.2344
100.0000,-1.2580,0.0371,0.2455
110.0000,-1.0609,-0.0522,0.1486
120.0000,-0.8608,0.0484,0.0388
130.0000,-0.6073,0.0446,-0.0095
140.0000,-0.3868,0.1079,-0.0442
150.0000,-0.1442,0.1119,0.0033
160.0000,0.0015,0.2174,0.0387
170.0000,-0.0192,0.2206,0.0792
180.0000,-0.0085,0.1082,0.0233
190.0000,-0.1082,0.1961,0.0079
200.0000,-0.1522,0.2394,-0.0886
210.0000,-0.1361,0.2132,-0.0122
220.0000,-0.0278,0.2353,-0.0502
230.0000,0.0557,0.1602,-0.1061
240.0000,0.1516,0.1238,-0.1523
250.0000,0.1987,0.0735,-0.1700
260.0000,0.1670,0.0007,-0.1328
270.0000,0.1282,-0.1099,-0.0480
280.0000,0.1375,-0.1497,0.0734
290.0000,0.2143,-0.2210,0.1342
300.0000,0.1483,-0.1770,0.1809
310.0000,0.1247,-0.1047,0.1513
320.0000,0.0811,-0.1554,0.1029
330.0000,0.0861,-0.2238,0.1054
340.0000,0.0696,-0.1075,0.0255
350.0000,0.1442,-0.0562,0.0094
360.0000,0.1975,-0.0598,0.0546
370.0000,0.1350,-0.0711,0.0421
380.0000,0.1472,-0.0456,0.0584
390.0000,0.1039,0.0024,0.1059
400.0000,-0.1726,0.0393,0.1419
410.0000,-0.2824,0.0114,0.0980
420.0000,-0.3332,-0.0873,0.0841
430.0000,-0.4257,-0.1199,0.0869
440.0000,-0.5239,-0.0667,0.0841
450.0000,-0.5997,-0.0692,0.0619
460.0000,-0.7321,-0.0354,-0.0074
470.0000,-0.7861,-0.0211,-0.1927
480.0000,-0.8410,0.0020,-0.2542
490.0000,-0.8086,-0.0168,-0.2488
500.0000,-0.7618,0.0924,-0.2253
510.0000,-0.7056,-0.0319,-0.2373
520.0000,-0.5899,-0.0525,-0.2487
530.0000,-0.6176,-0.0978,-0.2235
540.0000,-0.6888,-0.0893,-0.2145
550.0000,-0.6827,-0.1360,-0.2062
560.0000,-0.6816,-0.1160,-0.1646
570.0000,-0.7807,-0.0511,-0.1357
580.0000,-0.9979,-0.1044,-0.0915
590.0000,-1.0500,-0.0627,-0.0344
600.0000,-1.1932,-0.1661,0.0641
610.0000,-1.2014,-0.1782,0.0713
620.0000,-1.0413,-0.1643,-0.0492
630.0000,-0.9579,-0.2560,-0.0389
640.0000,-0.9203,-0.2520,-0.0149
650.0000,-0.8860,-0.2265,0.0649
660.0000,-0.8245,-0.2249,0.1133
670.0000,-0.7651,-0.2557,0.0768
680.0000,-0.6845,-0.1578,0.1229
690.0000,-0.6148,-0.0374,0.2027
700.0000,-0.6006,0.0014,0.2447
710.0000,-0.5014,-0.0626,0.2367
720.0000,-0.4476,-0.0069,0.2651
730.0000,-0.4242,0.0253,0.2202
740.0000,-0.3617,-0.0286,0.1855
750.0000,-0.3795,-0.1221,0.0975
760.0000,-0.4346,-0.1050,0.0204
770.0000,-0.3770,-0.1377,-0.1117
780.0000,-0.3264,-0.1945,-0.1520
790.0000,-0.1646,-0.1479,-0.2007
800.0000,-0.0885,-0.1145,-0.2100
810.0000,-0.0442,-0.0461,-0.2231
820.0000,-0.2605,0.0508,-0.2210
830.0000,-0.4184,0.1152,-0.1953
840.0000,-0.5780,0.2075,-0.1630
850.0000,-0.6667,0.2222,-0.1012
860.0000,-0.7258,0.2099,-0.0874
870.0000,-0.6088,0.1990,-0.0495
880.0000,-0.4665,0.1578,0.1338
