Run,Time to reach center
1.0,1200.0
2.0,480.0
3.0,1500.0
4.0,1880.0
5.0,1050.0
6.0,1280.0
7.0,1860.0
8.0,1510.0
9.0,2140.0
10.0,1370.0
11.0,490.0
12.0,1370.0
13.0,1380.0
14.0,1280.0
15.0,1530.0
16.0,1700.0
17.0,1650.0
18.0,2100.0
19.0,760.0
20.0,1300.0
21.0,1630.0
22.0,1980.0
23.0,2140.0
24.0,1710.0
25.0,1060.0
26.0,440.0
27.0,1560.0
28.0,1320.0
29.0,2200.0
30.0,1610.0
31.0,1500.0
32.0,2160.0
33.0,2330.0
34.0,1750.0
35.0,820.0
36.0,820.0
37.0,990.0
38.0,2850.0
39.0,450.0
40.0,740.0
41.0,3770.0
42.0,1120.0
43.0,1930.0
44.0,1940.0
45.0,530.0
46.0,1510.0
47.0,3590.0
48.0,1090.0
49.0,4020.0
50.0,3040.0
51.0,2050.0
52.0,3830.0
53.0,2230.0
54.0,2620.0
55.0,1850.0
56.0,2440.0
57.0,1190.0
58.0,1300.0
59.0,1320.0
60.0,970.0
61.0,3710.0
62.0,2610.0
63.0,420.0
64.0,2300.0
65.0,3560.0
66.0,2650.0
67.0,610.0
68.0,930.0
69.0,2320.0
70.0,4930.0
71.0,1300.0
72.0,1800.0
73.0,900.0
74.0,1990.0
75.0,2880.0
76.0,8010.0
77.0,1700.0
78.0,3350.0
79.0,2030.0
80.0,1520.0
81.0,1300.0
82.0,2570.0
83.0,3160.0
84.0,930.0
85.0,1920.0
86.0,2530.0
87.0,3990.0
88.0,4240.0
89.0,720.0
90.0,440.0
91.0,3060.0
92.0,730.0
93.0,1610.0
94.0,2250.0
95.0,5600.0
96.0,2420.0
97.0,1450.0
98.0,2150.0
99.0,780.0
100.0,5090.0
