Run,Time to reach center
1.0,2400.0
2.0,430.0
3.0,2160.0
4.0,2010.0
5.0,560.0
6.0,720.0
7.0,1370.0
8.0,450.0
9.0,980.0
10.0,2780.0
11.0,600.0
12.0,460.0
13.0,1040.0
14.0,1320.0
15.0,670.0
16.0,1430.0
17.0,1110.0
18.0,670.0
19.0,1430.0
20.0,470.0
21.0,1040.0
22.0,690.0
23.0,800.0
24.0,610.0
25.0,730.0
26.0,640.0
27.0,1160.0
28.0,1120.0
29.0,910.0
30.0,590.0
31.0,640.0
32.0,500.0
33.0,700.0
34.0,500.0
35.0,570.0
36.0,780.0
37.0,530.0
38.0,980.0
39.0,1170.0
40.0,530.0
41.0,1880.0
42.0,670.0
43.0,940.0
44.0,520.0
45.0,640.0
46.0,430.0
47.0,910.0
48.0,2600.0
49.0,550.0
50.0,620.0
51.0,1240.0
52.0,890.0
53.0,860.0
54.0,1060.0
55.0,1100.0
56.0,1270.0
57.0,470.0
58.0,1160.0
59.0,2790.0
60.0,650.0
61.0,840.0
62.0,450.0
63.0,820.0
64.0,1950.0
65.0,550.0
66.0,800.0
67.0,450.0
68.0,3380.0
69.0,580.0
70.0,2060.0
71.0,990.0
72.0,720.0
73.0,1540.0
74.0,700.0
75.0,4430.0
76.0,390.0
77.0,710.0
78.0,730.0
79.0,1880.0
80.0,430.0
81.0,1910.0
82.0,750.0
83.0,630.0
84.0,810.0
85.0,2840.0
86.0,1180.0
87.0,840.0
88.0,1490.0
89.0,1080.0
90.0,1100.0
91.0,570.0
92.0,520.0
93.0,1010.0
94.0,410.0
95.0,390.0
96.0,910.0
97.0,460.0
98.0,1160.0
99.0,490.0
100.0,1590.0
