60.0
60.0
60.0
60.0
60.0
60.0
70.0
60.0
60.0
60.0
50.0
70.0
60.0
60.0
60.0
70.0
60.0
210.0
70.0
60.0
70.0
60.0
60.0
60.0
50.0
60.0
60.0
80.0
90.0
70.0
70.0
90.0
150.0
60.0
50.0
60.0
140.0
60.0
70.0
290.0
60.0
60.0
60.0
80.0
70.0
60.0
70.0
70.0
70.0
60.0
50.0
70.0
60.0
60.0
60.0
70.0
50.0
50.0
50.0
60.0
100.0
70.0
60.0
50.0
70.0
60.0
70.0
50.0
60.0
60.0
60.0
60.0
60.0
50.0
60.0
60.0
60.0
70.0
80.0
60.0
60.0
70.0
70.0
60.0
70.0
60.0
60.0
50.0
60.0
70.0
60.0
60.0
80.0
210.0
70.0
70.0
70.0
60.0
60.0
60.0
