time,x,y,z
0.0000,-12.0000,0.0000,0.0000
10.0000,-11.7581,0.3892,0.1746
20.0000,-11.7488,0.3874,0.1219
30.0000,-11.7479,0.4138,0.1329
40.0000,-11.7598,0.3764,0.1371
50.0000,-11.8189,0.4212,0.1244
60.0000,-11.8490,0.4674,0.1345
70.0000,-11.7408,0.4094,0.1202
80.0000,-11.7126,0.3669,0.0820
90.0000,-11.7380,0.4496,0.0841
100.0000,-11.6671,0.3857,0.1270
110.0000,-11.5879,0.4046,0.1469
120.0000,-11.5228,0.3904,0.0871
130.0000,-11.5528,0.3824,0.0239
140.0000,-11.6560,0.3904,-0.0444
150.0000,-11.5721,0.4057,-0.0671
160.0000,-11.5812,0.4183,-0.0503
170.0000,-11.5187,0.4031,-0.0308
180.0000,-11.4912,0.4158,-0.0754
190.0000,-11.4362,0.3669,-0.0390
200.0000,-11.3668,0.3606,-0.0426
210.0000,-11.3193,0.3780,-0.0292
220.0000,-11.3040,0.4638,-0.0656
230.0000,-11.2580,0.4355,0.0928
240.0000,-11.2973,0.4282,0.0511
250.0000,-11.2774,0.3624,0.0030
260.0000,-11.3439,0.3246,-0.0363
270.0000,-11.3434,0.2912,-0.0080
280.0000,-11.2987,0.3391,0.0372
290.0000,-11.2764,0.3071,0.0536
300.0000,-11.3066,0.3333,0.0264
310.0000,-11.3424,0.3084,0.0506
320.0000,-11.3788,0.3383,0.0573
330.0000,-11.3223,0.3396,0.1449
340.0000,-11.2511,0.2675,0.1027
350.0000,-11.2104,0.2671,0.0939
360.0000,-11.1521,0.1770,0.1532
370.0000,-11.1868,0.1758,0.1127
380.0000,-11.2279,0.2443,0.1149
390.0000,-11.1916,0.2377,0.2298
400.0000,-11.1617,0.2174,0.3034
410.0000,-11.1677,0.2005,0.2931
420.0000,-11.1804,0.1756,0.3175
430.0000,-11.1607,0.1624,0.3446
440.0000,-11.1945,0.1408,0.3538
450.0000,-11.1489,0.0991,0.3954
460.0000,-11.1400,0.0844,0.3955
470.0000,-11.1564,-0.0034,0.3988
480.0000,-11.1201,-0.0275,0.4735
490.0000,-11.1518,-0.0400,0.4213
500.0000,-11.1829,-0.0417,0.4811
510.0000,-11.2201,0.0229,0.5171
520.0000,-11.2114,0.0396,0.4742
530.0000,-11.1012,0.0316,0.4830
540.0000,-11.1357,0.1039,0.4015
550.0000,-11.1262,0.0481,0.3679
560.0000,-11.1210,0.0447,0.3545
570.0000,-11.1993,0.0835,0.3094
580.0000,-11.1396,0.1329,0.3417
590.0000,-11.1930,0.1248,0.3380
600.0000,-11.1305,0.1568,0.3995
610.0000,-11.0771,0.1497,0.4621
620.0000,-10.9996,0.1666,0.4318
630.0000,-11.0411,0.1865,0.3790
640.0000,-11.0504,0.2092,0.4068
650.0000,-11.0521,0.1728,0.4714
660.0000,-11.0371,0.1976,0.4780
670.0000,-11.0218,0.2279,0.5378
680.0000,-11.0816,0.3042,0.4870
690.0000,-11.0432,0.3214,0.5875
700.0000,-11.0709,0.3232,0.5991
710.0000,-11.0166,0.2924,0.6084
720.0000,-10.9534,0.3282,0.6151
730.0000,-10.9457,0.3447,0.6314
740.0000,-10.9732,0.3668,0.6392
750.0000,-10.9296,0.3607,0.6847
760.0000,-10.9403,0.4006,0.5805
770.0000,-11.0352,0.3822,0.5795
780.0000,-11.0346,0.3484,0.5654
790.0000,-11.0005,0.2980,0.5525
800.0000,-10.9978,0.2421,0.6068
810.0000,-10.9486,0.2296,0.6696
820.0000,-10.9703,0.2669,0.6917
830.0000,-11.0144,0.2612,0.6285
840.0000,-10.9863,0.2640,0.6028
850.0000,-11.0972,0.2280,0.6350
860.0000,-11.0465,0.2158,0.6561
870.0000,-11.0522,0.2231,0.5787
880.0000,-11.0388,0.2077,0.6104
890.0000,-11.0315,0.1957,0.6296
900.0000,-11.0631,0.1368,0.6499
910.0000,-11.1939,0.1396,0.6560
920.0000,-11.2730,0.1091,0.6731
930.0000,-11.2960,0.0707,0.6990
940.0000,-11.2417,0.0433,0.7149
950.0000,-11.2162,0.0470,0.7323
960.0000,-11.2972,0.0529,0.6580
970.0000,-11.3680,0.0303,0.6545
980.0000,-11.4480,0.0432,0.6319
990.0000,-11.4738,0.0378,0.6240
1000.0000,-11.4864,0.0290,0.6323
1010.0000,-11.5666,0.0185,0.6184
1020.0000,-11.5020,-0.0110,0.6990
1030.0000,-11.4178,-0.0293,0.6355
1040.0000,-11.3927,-0.1028,0.6178
1050.0000,-11.3738,-0.1598,0.6224
1060.0000,-11.4204,-0.1659,0.6462
1070.0000,-11.4866,-0.1407,0.5431
1080.0000,-11.5107,-0.1455,0.5744
1090.0000,-11.5090,-0.1508,0.5885
1100.0000,-11.5987,-0.1720,0.6719
1110.0000,-11.6033,-0.2226,0.6679
1120.0000,-11.6332,-0.2354,0.6683
1130.0000,-11.6841,-0.2519,0.6859
1140.0000,-11.7197,-0.2829,0.7119
1150.0000,-11.7194,-0.2714,0.6588
1160.0000,-11.7266,-0.2757,0.7035
1170.0000,-11.7364,-0.2706,0.7776
1180.0000,-11.8184,-0.2292,0.7075
1190.0000,-11.8469,-0.1525,0.6804
1200.0000,-11.8276,-0.1731,0.6671
1210.0000,-11.8724,-0.2204,0.6514
1220.0000,-11.8607,-0.1376,0.5911
1230.0000,-11.8481,-0.1070,0.5950
1240.0000,-11.8636,-0.1496,0.5663
1250.0000,-11.9055,-0.1953,0.5863
1260.0000,-11.8513,-0.2058,0.6358
1270.0000,-11.8604,-0.2540,0.6513
1280.0000,-11.8781,-0.3024,0.7261
1290.0000,-11.9289,-0.3381,0.7266
1300.0000,-11.9076,-0.2901,0.6220
1310.0000,-11.8256,-0.2458,0.6362
1320.0000,-11.8078,-0.2475,0.6199
