Run,Time to reach center
1.0,740.0
2.0,770.0
3.0,970.0
4.0,520.0
5.0,1340.0
6.0,2050.0
7.0,860.0
8.0,730.0
9.0,740.0
10.0,1150.0
11.0,890.0
12.0,1190.0
13.0,1050.0
14.0,1440.0
15.0,2090.0
16.0,930.0
17.0,680.0
18.0,800.0
19.0,1010.0
20.0,1650.0
21.0,990.0
22.0,690.0
23.0,590.0
24.0,990.0
25.0,440.0
26.0,1330.0
27.0,1230.0
28.0,950.0
29.0,2190.0
30.0,770.0
31.0,580.0
32.0,1230.0
33.0,710.0
34.0,490.0
35.0,1010.0
36.0,1180.0
37.0,1020.0
38.0,420.0
39.0,1550.0
40.0,520.0
41.0,1520.0
42.0,980.0
43.0,1280.0
44.0,480.0
45.0,660.0
46.0,530.0
47.0,660.0
48.0,920.0
49.0,760.0
50.0,730.0
51.0,930.0
52.0,1520.0
53.0,3250.0
54.0,540.0
55.0,1270.0
56.0,940.0
57.0,1680.0
58.0,1030.0
59.0,820.0
60.0,470.0
61.0,840.0
62.0,540.0
63.0,590.0
64.0,430.0
65.0,1600.0
66.0,500.0
67.0,1030.0
68.0,460.0
69.0,1200.0
70.0,890.0
71.0,1330.0
72.0,500.0
73.0,870.0
74.0,1040.0
75.0,1550.0
76.0,640.0
77.0,1850.0
78.0,880.0
79.0,830.0
80.0,1550.0
81.0,770.0
82.0,1490.0
83.0,590.0
84.0,1180.0
85.0,1310.0
86.0,2280.0
87.0,1180.0
88.0,1540.0
89.0,1010.0
90.0,670.0
91.0,1190.0
92.0,1740.0
93.0,910.0
94.0,1330.0
95.0,650.0
96.0,2280.0
97.0,880.0
98.0,490.0
99.0,1030.0
100.0,790.0
